# Path coordinates
# x, y
555795.5559, 4806010.0429
555809.1648, 4806006.1961
555795.5559, 4806010.0429
555790.6749, 4806018.7708
555817.8927, 4806011.0771
555785.7939, 4806027.4987
555760.3547, 4806093.4748
555755.4737, 4806102.2027
555750.5927, 4806110.9305
555745.7117, 4806119.6584
555740.8306, 4806128.3863
555735.9496, 4806137.1141
555731.0686, 4806145.8420
555726.1876, 4806154.5699
555730.0345, 4806168.1788
555826.6206, 4806015.9581
555789.6408, 4806041.1076
555765.2357, 4806084.7469
555733.8813, 4806181.7876
555835.3484, 4806020.8391
555793.4876, 4806054.7165
555778.8446, 4806080.9001
555742.6092, 4806186.6687
555704.5952, 4806234.1549
555708.4421, 4806247.7637
555844.0763, 4806025.7201
555802.2155, 4806059.5975
555787.5725, 4806085.7811
555746.4560, 4806200.2775
555709.4762, 4806225.4270
555712.2889, 4806261.3726
555847.9232, 4806039.3290
555810.9434, 4806064.4785
555796.3003, 4806090.6621
555736.6940, 4806217.7333
555723.0851, 4806221.5801
555716.1358, 4806274.9815
555838.1611, 4806056.7848
555860.4979, 4806057.8189
555843.0422, 4806048.0569
555819.6712, 4806069.3595
555805.0282, 4806095.5431
555798.0789, 4806148.9445
555784.4700, 4806152.7913
555779.5890, 4806161.5192
555774.7080, 4806170.2471
555719.9827, 4806288.5904
555828.3991, 4806074.2405
555842.0080, 4806070.3936
555837.1270, 4806079.1215
555832.2460, 4806087.8494
555813.7561, 4806100.4241
555827.3650, 4806096.5773
555822.4839, 4806105.3051
555822.4839, 4806105.3051
555817.6029, 4806114.0330
555812.7219, 4806122.7609
555807.8409, 4806131.4887
555802.9599, 4806140.2166
555769.8270, 4806178.9749
555773.6738, 4806192.5838
555723.8295, 4806302.1993
555869.2258, 4806062.6999
555807.8409, 4806131.4887
555816.5688, 4806136.3697
555815.5346, 4806158.7065
555806.8067, 4806153.8255
555801.9257, 4806162.5534
555797.0447, 4806171.2812
555792.1637, 4806180.0091
555787.2827, 4806188.7370
555782.4017, 4806197.4648
555768.7928, 4806201.3117
555777.5207, 4806206.1927
555772.6397, 4806214.9206
555767.7586, 4806223.6484
555727.6764, 4806315.8082
555877.9536, 4806067.5809
555811.6878, 4806145.0976
555772.6397, 4806214.9206
555762.8776, 4806232.3763
555736.4042, 4806320.6892
555886.6815, 4806072.4620
555781.3675, 4806219.8016
555766.7245, 4806245.9852
555750.0131, 4806316.8423
555895.4094, 4806077.3430
555790.0954, 4806224.6826
555770.5713, 4806259.5941
555763.6220, 4806312.9955
555904.1372, 4806082.2240
555798.8233, 4806229.5636
555774.4182, 4806273.2030
555777.2309, 4806309.1486
555912.8651, 4806087.1050
555874.8512, 4806134.5912
555869.9701, 4806143.3191
555865.0891, 4806152.0469
555860.2081, 4806160.7748
555855.3271, 4806169.5027
555850.4461, 4806178.2306
555845.5651, 4806186.9584
555840.6841, 4806195.6863
555835.8031, 4806204.4142
555830.9220, 4806213.1420
555826.0410, 4806221.8699
555821.1600, 4806230.5978
555807.5511, 4806234.4446
555778.2651, 4806286.8118
555782.1119, 4806300.4207
555916.7120, 4806100.7139
555879.7322, 4806125.8633
555911.8310, 4806109.4418
555906.9499, 4806118.1696
555902.0689, 4806126.8975
555888.4600, 4806130.7444
