edge_start_node,edge_end_node,visible_segments
55,64,33;34;35;29;30
55,65,33;34;35
55,66,33;34;35
55,73,25;34;35;33
56,36,
56,44,34;35
56,45,
56,54,33;34;35
56,55,33;34;35
56,65,33
56,66,
56,74,
57,37,
57,46,
57,47,0;1
57,58,
57,59,4;5;6
57,67,
57,68,9;10
57,75,
58,38,0;1
58,46,1
58,47,0;1
58,48,8;1;4;5
58,57,
58,59,4;5;6
58,60,2;4;5;6;8
58,67,9
58,68,9;10
58,69,9;2;5;6
58,76,9;10;11
59,39,0;1;4;5;6;8
59,47,0;1;4;5;6
59,48,1;4;5;6;8
59,57,4;5;6
59,58,4;5;6
59,60,2;4;5;6;8
59,68,4;5;6;9;10
59,69,2;4;5;6;9
59,77,2;4;5;6;9;10
60,48,1;2;4;5;6;8
60,58,2;4;5;6;8
60,59,2;4;5;6;8
60,69,2;5;6;8;9
62,63,26;27;29;30
62,64,26;27;29;30
62,70,32;26;27;31
62,71,32;26;27;28;29;31
63,54,33;34;26;29;30
63,62,26;27;29;30
63,64,26;29;30
63,65,33;26;29;30
63,70,32;26;27;29;30;31
63,71,32;26;28;29;30
63,72,26;28;29;30
64,43,33;34;35;29;30
64,54,33;34;29;30
64,55,33;34;35;29;30
64,62,26;27;29;30
64,63,26;29;30
64,65,33;29;30
64,66,33;29;30
64,71,32;28;29;30
64,72,28;29;30
64,73,25;29;30
64,79,24;25;28;29;30
65,44,33;34;35
65,54,33;34
65,55,33;34;35
65,56,33
65,63,33;26;29;30
65,64,33;29;30
65,66,33
65,72,33;28;29
65,73,25;33
65,74,33
65,80,24;25;33
66,45,
66,55,33;34;35
66,56,
66,64,33;29;30
66,65,33
66,73,25
66,74,
66,81,
67,46,
67,57,
67,58,9
67,68,9;10
67,69,2;5;6;9;10
67,75,
67,76,9;10;11
67,82,
68,47,0;1;10;9
68,57,9;10
68,58,9;10
68,59,4;5;6;9;10
68,67,9;10
68,69,2;5;6;9;10
68,75,9;10
68,76,9;10;11
68,77,9;10
68,83,9;10;11
69,48,1;2;4;5;6;8;9
69,58,9;2;5;6
69,59,2;4;5;6;9
69,60,2;5;6;8;9
69,67,2;5;6;9;10
69,68,2;5;6;9;10
69,76,2;5;6;9;10;11
69,77,2;5;6;9;10
69,84,2;5;6;9;10;11
70,62,32;26;27;31
70,63,32;26;27;29;30;31
70,71,32;26;27;28;29;31
70,72,32;26;27;28;29;30;31
71,62,32;26;27;28;29;31
71,63,32;26;28;29;30
71,64,32;28;29;30
71,70,32;26;27;28;29;31
71,72,32;28;29;30
71,73,32;25;28;29;30
71,79,32;24;25;28;29
72,54,33;34;28;29;30
72,63,26;28;29;30
72,64,28;29;30
72,65,33;28;29
72,70,32;26;27;28;29;30;31
72,71,32;28;29;30
72,73,25;28;29
72,74,25;28;29
72,79,24;25;28;29
72,80,24;25;28;29
72,92,24;25;28;29
73,55,25;34;35;33
73,64,25;29;30
73,65,25;33
73,66,25
73,71,32;25;28;29;30
73,72,25;28;29
73,74,25
73,79,24;25
73,80,24;25
73,81,25
73,93,24;25
74,56,
74,65,33
74,66,
74,72,25;28;29
74,73,25
74,80,24;25
74,81,
74,94,
75,57,
75,67,
75,68,9;10
75,76,9;10;11
75,77,9;10;11
75,82,
75,83,10;11
75,95,
76,58,9;10;11
76,67,9;10;11
76,68,9;10;11
76,69,2;5;6;9;10;11
76,75,9;10;11
76,77,9;10;11
76,82,9;10;11
76,83,9;10;11
76,84,9;10;11
76,96,9;10;11
77,59,2;4;5;6;9;10
77,68,9;10
77,69,2;5;6;9;10
77,75,9;10;11
77,76,9;10;11
77,83,10;11
77,84,10;11
77,97,97;10;11
79,64,24;25;28;29;30
79,71,32;24;25;28;29
79,72,24;25;28;29
79,73,24;25
79,80,24;25
79,81,24;25
79,91,24;25;28;86
79,92,24;25
79,93,24;25
79,104,24;25
80,65,24;25;33
80,72,24;25;28;29
80,73,24;25
80,74,24;25
80,79,24;25
80,81,24;25
80,92,24;25
80,93,24;25
80,94,24;25
80,105,24;25
81,66,
81,73,25
81,74,
81,79,24;25
81,80,24;25
81,93,24
81,94,
81,106,
82,67,
82,75,
82,76,9;10;11
82,83,11
82,84,11
82,95,
82,96,
82,107,
83,68,9;10;11
83,75,10;11
83,76,9;10;11
83,77,10;11
83,82,11
83,84,11
83,85,96;97;11
83,95,11
83,96,11
83,97,11
83,108,50;11
84,69,2;5;6;9;10;11
84,76,9;10;11
84,77,10;11
84,82,11
84,83,11
84,85,96;97
84,86,96;97;95
84,96,
84,97,97
84,98,96;97;12;13
84,109,97;12
85,83,96;97;11
85,84,96;97
85,86,96;97;95
85,87,96;97;20;94;95
85,97,96;97
85,98,96;97;12;13
85,99,96;97;12;13;14;95
85,110,96;97;12;13
86,84,96;97;95
86,85,96;97;95
86,87,96;20;94;95
86,88,96;17;18;20;94;95
86,98,96;97;12;13;95
86,99,96;97;13;14;94;95
86,100,96;14;15;17;92;94;95
86,111,96;97;12;13;14;15;94;95
87,85,96;97;20;94;95
87,86,96;20;94;95
87,88,17;18;20;94;95
87,89,16;17;18;19;20;88;94;95
87,99,96;13;14;15;20;94;95
87,100,14;15;17;20;92;94;95
87,101,17;18;19;20;90;91;92;94;95
87,112,14;15;17;20;89;92;94;95
88,86,96;17;18;20;94;95
88,87,17;18;20;94;95
88,89,16;17;18;19;20
88,90,16;17;18;19;20;86;87
88,100,14;15;17;18;20;91;92;94;95
88,101,17;18;19;20;90;91;92;94
88,113,15;17;18;19;20;89;90;91;92;94
89,87,16;17;18;19;20;88;94;95
89,88,16;17;18;19;20
89,90,16;19;86;87
89,91,16;19;86;87;88
89,101,16;17;18;19;88;90;91;92
90,88,16;17;18;19;20;86;87
90,89,16;19;86;87
90,91,88;86;87
90,92,24;88;86;87
90,102,23;21;86;87;22;88
90,103,23;22;87;88;86
90,115,23;21;86;87;22;88
91,79,24;25;28;86
91,89,16;19;86;87;88
91,90,88;86;87
91,92,24;86
91,93,24;86
91,102,23;21;86;87;22;88
91,103,87;86;23
91,104,86
91,116,87;22;86;23
92,72,24;25;28;29
92,79,24;25
92,80,24;25
92,90,24;88;86;87
92,91,24;86
92,93,24
92,94,24
92,103,24;86;23
92,104,24
92,105,24
92,117,24;85
93,73,24;25
93,79,24;25
93,80,24;25
93,81,24
93,91,24;86
93,92,24
93,94,24
93,104,24
93,105,24
93,106,24
93,118,24;85
94,74,
94,80,24;25
94,81,
94,92,24
94,93,24
94,105,
94,106,
94,119,
95,75,
95,82,
95,83,11
95,96,
95,97,
95,107,
95,108,50
95,120,
96,76,9;10;11
96,82,
96,83,11
96,84,
96,95,
96,97,
96,98,96;97;12;13
96,107,
96,108,50
96,109,
96,121,50;51
97,77,97;10;11
97,83,11
97,84,97
97,85,96;97
97,95,
97,96,
97,98,96;97;12;13
97,99,96;97;12;13;14;95
97,108,50
97,109,12
97,110,12;13
97,122,50;51;12;54
98,84,96;97;12;13
98,85,96;97;12;13
98,86,96;97;12;13;95
98,96,96;97;12;13
98,97,96;97;12;13
98,99,96;97;12;13;14;95
98,100,96;97;12;13;14;15;17;92;94;95
98,109,96;97;12;13
98,110,96;97;12;13
98,111,96;97;12;13;14
99,85,96;97;12;13;14;95
99,86,96;97;13;14;94;95
99,87,96;13;14;15;20;94;95
99,97,96;97;12;13;14;95
99,98,96;97;12;13;14;95
99,100,96;13;14;15;17;92;94;95
99,101,96;13;14;15;17;18;19;90;91;92;94;95
99,110,96;97;12;13;14;95
99,111,96;12;13;14;15;95
99,112,96;13;14;15;89;94;95
100,86,96;14;15;17;92;94;95
100,87,14;15;17;20;92;94;95
100,88,14;15;17;18;20;91;92;94;95
100,98,96;97;12;13;14;15;17;92;94;95
100,99,96;13;14;15;17;92;94;95
100,101,14;15;17;18;19;90;91;92;94;95
100,111,13;14;15;17;92;94;95
100,112,14;15;17;89;92;94;95
100,113,14;15;17;18;89;91;92;94;95
101,87,17;18;19;20;90;91;92;94;95
101,88,17;18;19;20;90;91;92;94
101,89,16;17;18;19;88;90;91;92
101,99,96;13;14;15;17;18;19;90;91;92;94;95
101,100,14;15;17;18;19;90;91;92;94;95
101,112,14;15;17;18;19;89;90;91;92
101,113,15;17;18;19;89;90;91;92
101,114,17;18;19;21;90;91;92;93
102,90,23;21;86;87;22;88
102,91,23;21;86;87;22;88
102,103,23;21;86;87;22;88
102,104,23;21;86;87;22;88
102,115,23;21;86;87;22;88
102,116,23;21;86;87;22;88
103,90,23;22;87;88;86
103,91,87;86;23
103,92,24;86;23
103,102,23;21;86;87;22;88
103,104,86;23
103,105,86;23
103,115,23;21;86;87;22
103,116,22;86;23
103,117,85;86;23
104,79,24;25
104,91,86
104,92,24
104,93,24
104,102,23;21;86;87;22;88
104,103,86;23
104,105,
104,106,
104,116,23
104,117,85
104,118,85
104,124,84;85
105,80,24;25
105,92,24
105,93,24
105,94,
105,103,86;23
105,104,
105,106,
105,117,85
105,118,85
105,119,
105,125,83;84;85
106,81,
106,93,24
106,94,
106,104,
106,105,
106,118,85
106,119,
106,126,
107,82,
107,95,
107,96,
107,108,50
107,109,50
107,120,
107,121,50;51
107,127,
108,83,50;11
108,95,50
108,96,50
108,97,50
108,107,50
108,109,50
108,110,50;12;13
108,120,50;51
108,121,50;51
108,122,50;51;54
108,128,50;51
109,84,97;12
109,96,
109,97,12
109,98,96;97;12;13
109,107,50
109,108,50
109,110,12;13
109,111,12;13;14
109,121,50;51
109,122,50;51;54
109,129,50;51;54;55;56;58
110,85,96;97;12;13
110,97,12;13
110,98,96;97;12;13
110,99,96;97;12;13;14;95
110,108,50;12;13
110,109,12;13
110,111,12;13;14
110,112,12;13;14;15;89
111,86,96;97;12;13;14;15;94;95
111,98,96;97;12;13;14
111,99,96;12;13;14;15;95
111,100,13;14;15;17;92;94;95
111,109,12;13;14
111,110,12;13;14
111,112,89;13;14;15
111,113,13;14;15;89;91;92
112,87,14;15;17;20;89;92;94;95
112,99,96;13;14;15;89;94;95
112,100,14;15;17;89;92;94;95
112,101,14;15;17;18;19;89;90;91;92
112,110,12;13;14;15;89
112,111,89;13;14;15
112,113,14;15;89;91;92
112,114,14;15;21;89;90;91;92;93
113,88,15;17;18;19;20;89;90;91;92;94
113,100,14;15;17;18;89;91;92;94;95
113,101,15;17;18;19;89;90;91;92
113,111,13;14;15;89;91;92
113,112,14;15;89;91;92
113,114,89;90;91;92;93
113,115,22;23;89;90;91;92;93
114,101,17;18;19;21;90;91;92;93
114,112,14;15;21;89;90;91;92;93
114,113,89;90;91;92;93
114,115,90;93;22;23
114,116,21;22;23;90;93
115,90,23;21;86;87;22;88
115,102,23;21;86;87;22;88
115,103,23;21;86;87;22
115,113,22;23;89;90;91;92;93
115,114,90;93;22;23
115,116,21;22;23
115,117,85;21;22;23
116,91,22;87;86;23
116,102,23;21;86;87;22;88
116,103,22;86;23
116,104,23
116,114,21;22;23;90;93
116,115,21;22;23
116,117,85;23
116,118,85;23
116,124,84;85;23
117,92,24;85
117,103,85;86;23
117,104,85
117,105,85
117,115,85;21;22;23
117,116,85;23
117,118,85
117,119,85
117,124,84;85
117,125,83;84;85
117,133,80;83;84;85
118,93,24;85
118,104,85
118,105,85
118,106,85
118,116,85;23
118,117,85
118,119,85
118,124,84;85
118,125,83;84;85
118,126,85
118,134,83;84;85
119,94,
119,105,
119,106,
119,117,85
119,118,85
119,125,83;84;85
119,126,
119,135,
120,95,
120,107,
120,108,50;51
120,121,50;51
120,122,50;51;54
120,127,
120,128,51
120,136,
121,96,50;51
121,107,50;51
121,108,50;51
121,109,50;51
121,120,50;51
121,122,50;51;54
121,127,50;51
121,128,50;51
121,129,50;51;54;55;56
121,137,59;50;51
122,97,50;51;12;54
122,108,50;51;54
122,109,50;51;54
122,120,50;51;54
122,121,50;51;54
122,128,51;54
122,129,51;54;55;56;58
122,130,51;52;54;55;57;58
122,138,51;54;55;56;58
124,104,84;85
124,116,84;85;23
124,117,84;85
124,118,84;85
124,125,83;84;85
124,126,83;84;85
124,133,80;83;84;85
124,134,83;84;85
124,143,78;79;80;83;84;85
125,105,83;84;85
125,117,83;84;85
125,118,83;84;85
125,119,83;84;85
125,124,83;84;85
125,126,83;84;85
125,133,80;83;84;85
125,134,83;84;85
125,135,83;84;85
125,144,83;84;85
126,106,
126,118,85
126,119,
126,124,83;84;85
126,125,83;84;85
126,134,83;84
126,135,
126,145,
127,107,
127,120,
127,121,50;51
127,128,51
127,129,56;51;54;55
127,136,
127,137,59
127,146,
128,108,50;51
128,120,51
128,121,50;51
128,122,51;54
128,127,51
128,129,56;51;54;55
128,130,51;52;54;55;56;57;58
128,136,51
128,137,59;51
128,138,56;51;55
128,147,59;51;60;61
129,109,50;51;54;55;56;58
129,121,50;51;54;55;56
129,122,51;54;55;56;58
129,127,56;51;54;55
129,128,56;51;54;55
129,130,52;54;55;56;57;58
129,137,56;59;54;55
129,138,56;54;55
129,139,52;53;54;55;56;58
129,148,52;54;55;56;59;60
130,122,51;52;54;55;57;58
130,128,51;52;54;55;56;57;58
130,129,52;54;55;56;57;58
130,138,52;54;55;56;57;58
130,139,52;53;54;55;56;57;58
133,117,80;83;84;85
133,124,80;83;84;85
133,125,80;83;84;85
133,134,80;83;84
133,135,80;83;84
133,142,76;78;79;80;82;83
133,143,80;83;78;79
133,144,80;83
133,151,75;78;79;80;83
134,118,83;84;85
134,124,83;84;85
134,125,83;84;85
134,126,83;84
134,133,80;83;84
134,135,83;84
134,143,78;79;80;83;84
134,144,83;84
134,145,83;84
134,152,83;74;75;84
135,119,
135,125,83;84;85
135,126,
135,133,80;83;84
135,134,83;84
135,144,
135,145,
135,153,
136,120,
136,127,
136,128,51
136,137,59
136,138,56;59;55
136,146,
136,147,59;60;61
136,154,
137,121,59;50;51
137,127,59
137,128,59;51
137,129,56;59;54;55
137,136,59
137,138,56;59;55
137,139,52;53;55;56;59
137,146,59;60
137,147,59;60;61
137,148,56;59;60
137,155,59;60;61
138,122,51;54;55;56;58
138,128,56;51;55
138,129,56;54;55
138,130,52;54;55;56;57;58
138,136,56;59;55
138,137,56;59;55
138,139,56;52;53;55
138,147,55;56;59;60;61
138,148,52;55;56;59;60
138,156,52;55;56;59;60;61
139,129,52;53;54;55;56;58
139,130,52;53;54;55;56;57;58
139,137,52;53;55;56;59
139,138,56;52;53;55
141,142,76;77;78;79;80;81;82
141,143,76;77;78;79;80;81;82
142,133,76;78;79;80;82;83
142,141,76;77;78;79;80;81;82
142,143,76;78;79;80;82
142,144,76;78;79;80;82
142,151,75;76;78;79;80;82
143,124,78;79;80;83;84;85
143,133,80;83;78;79
143,134,78;79;80;83;84
143,141,76;77;78;79;80;81;82
143,142,76;78;79;80;82
143,144,80;78;79
143,145,80;78;79
143,151,80;75;78;79
143,152,74;75;78;79;80
143,160,74;75;78;79;80
144,125,83;84;85
144,133,80;83
144,134,83;84
144,135,
144,142,76;78;79;80;82
144,143,80;78;79
144,145,
144,151,75;78
144,152,74;75
144,153,
144,161,74;75
145,126,
145,134,83;84
145,135,
145,143,80;78;79
145,144,
145,152,74;75
145,153,
145,162,
146,127,
146,136,
146,137,59;60
146,147,59;60;61
146,148,56;59;60;61
146,154,
146,155,59;60;61
146,163,
147,128,59;51;60;61
147,136,59;60;61
147,137,59;60;61
147,138,55;56;59;60;61
147,146,59;60;61
147,148,56;59;60;61
147,154,59;60;61
147,155,59;60;61
147,156,59;60;61
147,164,59;60;61
148,129,52;54;55;56;59;60
148,137,56;59;60
148,138,52;55;56;59;60
148,146,56;59;60;61
148,147,56;59;60;61
148,155,56;59;60;61
148,156,56;59;60;61
148,165,56;59;60;61
151,133,75;78;79;80;83
151,142,75;76;78;79;80;82
151,143,80;75;78;79
151,144,75;78
151,152,74;75;78
151,153,74;75;78
151,160,74;75;78
151,161,74;75;78
151,173,74;75;78
152,134,83;74;75;84
152,143,74;75;78;79;80
152,144,74;75
152,145,74;75
152,151,74;75;78
152,153,74;75
152,160,74;75
152,161,74;75
152,162,74;75
152,174,74;75
153,135,
153,144,
153,145,
153,151,74;75;78
153,152,74;75
153,161,74;75
153,162,
153,175,
154,136,
154,146,
154,147,59;60;61
154,155,60;61
154,156,60;61
154,163,
154,164,61
154,176,
155,137,59;60;61
155,146,59;60;61
155,147,59;60;61
155,148,56;59;60;61
155,154,60;61
155,156,60;61
155,163,60;61
155,164,60;61
155,165,60;61
155,177,60;61
156,138,52;55;56;59;60;61
156,147,59;60;61
156,148,56;59;60;61
156,154,60;61
156,155,60;61
156,164,61
156,165,61
156,166,61;62
156,178,61
157,168,65;66;67;70
157,169,66;67;68;70
157,170,66;68;69;70
157,182,66;67;68;69;70
160,143,74;75;78;79;80
160,151,74;75;78
160,152,74;75
160,161,74;75
160,162,74;75
160,172,73;74
160,173,74
160,174,74
160,186,74
161,144,74;75
161,151,74;75;78
161,152,74;75
161,153,74;75
161,160,74;75
161,162,74;75
161,173,74;75
161,174,74;75
161,175,74;75
161,187,74;75
162,145,
162,152,74;75
162,153,
162,160,74;75
162,161,74;75
162,174,74
162,175,
162,188,
163,146,
163,154,
163,155,60;61
163,164,61
163,165,61
163,176,
163,177,
164,147,59;60;61
164,154,61
164,155,60;61
164,156,61
164,163,61
164,165,
164,166,62
164,176,
164,177,
164,178,
164,189,
165,148,56;59;60;61
165,155,60;61
165,156,61
165,163,61
165,164,
165,166,62
165,167,64;62;63
165,177,
165,178,
165,179,62;63
165,190,62
166,156,61;62
166,164,62
166,165,62
166,167,64;62;63
166,168,64;65;67;62;63
166,178,62
166,179,62;63
166,180,64;65;62;63
166,191,62;63
167,165,64;62;63
167,166,64;62;63
167,168,64;65;67;63
167,169,64;65;67;68;70;63
167,179,64;62;63
167,180,64;65;62;63
167,181,64;65;67;63
167,192,64;65;62;63
168,157,65;66;67;70
168,166,64;65;67;62;63
168,167,64;65;67;63
168,169,65;67;68;70
168,170,65;67;68;69;70
168,180,64;65;67;62;63
168,181,64;65;67
168,182,65;67;68
168,193,64;65;67
169,157,66;67;68;70
169,167,64;65;67;68;70;63
169,168,65;67;68;70
169,170,67;68;69
169,171,66;67;68;69;71;72
169,181,64;65;67;68
169,182,67;68;69
169,183,67;68;69;71
169,194,65;67;68;69
170,157,66;68;69;70
170,168,65;67;68;69;70
170,169,67;68;69
170,171,72;66;69;71
170,172,66;69;71;72;73
170,182,67;68;69
170,183,68;69;71
170,184,72;73;69;71
170,195,72;68;69;71
171,169,66;67;68;69;71;72
171,170,72;66;69;71
171,172,72;73
171,173,72;73
171,183,72;69;71
171,184,72;73;71
171,185,72;73
171,196,72;73;71
172,160,73;74
172,170,66;69;71;72;73
172,171,72;73
172,173,73
172,174,73;74
172,184,72;73;71
172,185,72;73
172,186,73
172,197,72;73
173,151,74;75;78
173,160,74
173,161,74;75
173,171,72;73
173,172,73
173,174,74
173,175,74
173,185,72;73
173,186,
173,187,
173,198,
174,152,74;75
174,160,74
174,161,74;75
174,162,74
174,172,73;74
174,173,74
174,175,74
174,186,74
174,187,74
174,188,74
174,199,74
175,153,
175,161,74;75
175,162,
175,173,74
175,174,74
175,187,
175,188,
176,154,
176,163,
176,164,
176,177,
176,178,
176,189,
177,155,60;61
177,163,
177,164,
177,165,
177,176,
177,178,
177,179,62;63
177,189,
177,190,
178,156,61
178,164,
178,165,
178,166,62
178,176,
178,177,
178,179,62;63
178,180,64;65;62;63
178,189,
178,190,62
178,191,62
179,165,62;63
179,166,62;63
179,167,64;62;63
179,177,62;63
179,178,62;63
179,180,64;65;62;63
179,181,64;65;62;63
179,190,62;63
179,191,62;63
179,192,64;62;63
180,166,64;65;62;63
180,167,64;65;62;63
180,168,64;65;67;62;63
180,178,64;65;62;63
180,179,64;65;62;63
180,181,64;65;62;63
180,182,64;65;67;68;62;63
180,191,64;65;62;63
180,192,64;65;62;63
180,193,64;65;62;63
181,167,64;65;67;63
181,168,64;65;67
181,169,64;65;67;68
181,179,64;65;62;63
181,180,64;65;62;63
181,182,64;65;67;68
181,183,64;65;67;68;69;71
181,192,64;65;63
181,193,64;65
181,194,64;65
182,157,66;67;68;69;70
182,168,65;67;68
182,169,67;68;69
182,170,67;68;69
182,180,64;65;67;68;62;63
182,181,64;65;67;68
182,183,67;68;69;71
182,184,67;68;69;71;72;73
182,193,65;67;68
182,194,65;67;68
182,195,67;68
183,169,67;68;69;71
183,170,68;69;71
183,171,72;69;71
183,181,64;65;67;68;69;71
183,182,67;68;69;71
183,184,72;73;69;71
183,185,72;73;69;71
183,194,69;71
183,195,72;69;71
183,196,72;69;71
184,170,72;73;69;71
184,171,72;73;71
184,172,72;73;71
184,182,67;68;69;71;72;73
184,183,72;73;69;71
184,185,72;73;71
184,186,72;73;71
184,195,72;73;71
184,196,72;73;71
184,197,72;73;71
185,171,72;73
185,172,72;73
185,173,72;73
185,183,72;73;69;71
185,184,72;73;71
185,186,72;73
185,187,72;73
