segment_idx,visible_edges
55,"123,143;133,143;134,143;134,144;134,154;141,143;142,143;142,144;143,123;143,133;143,134;143,141;143,142;143,144;143,153;143,154;143,155;143,167;144,134;144,142;144,143;144,154;144,155;144,168;153,143;153,155;154,134;154,143;154,144;154,155;154,156;155,143;155,144;155,153;155,154;156,154;167,143;168,144"
56,"123,143;132,134;133,134;133,143;134,132;134,133;134,142;134,143;134,144;134,154;141,143;142,134;142,143;142,144;143,123;143,133;143,134;143,141;143,142;143,144;143,153;143,154;143,155;143,167;144,134;144,142;144,143;144,154;153,143;154,134;154,143;154,144;155,143;167,143"
57,"122,134;123,134;123,143;132,134;133,134;133,143;134,122;134,123;134,132;134,133;134,142;134,143;134,144;134,154;141,143;142,134;142,143;142,144;143,123;143,133;143,134;143,141;143,142;143,144;143,153;143,154;143,155;143,167;144,134;144,142;144,143;153,143;154,134;154,143;155,143;167,143"
58,"122,134;123,133;123,134;123,143;132,134;133,123;133,134;134,122;134,123;134,132;134,133;134,142;134,143;134,144;134,154;142,134;143,123;143,134;144,134;154,134"
59,"89,122;105,122;106,122;106,133;120,122;121,122;121,123;122,89;122,105;122,106;122,120;122,121;122,123;122,132;122,133;122,134;122,142;123,121;123,122;123,133;123,134;123,143;132,122;132,134;133,106;133,122;133,123;133,134;134,122;134,123;134,132;134,133;134,142;134,143;134,144;134,154;142,122;142,134;143,123;143,134;144,134;154,134"
60,"89,122;105,122;106,122;106,123;106,133;120,122;121,122;121,123;122,89;122,105;122,106;122,120;122,121;122,123;122,132;122,133;122,134;122,142;123,106;123,121;123,122;123,133;132,122;133,106;133,122;133,123;134,122;142,122"
61,"88,106;89,106;89,122;104,106;105,106;105,122;106,88;106,89;106,104;106,105;106,121;106,122;106,123;106,133;120,122;121,106;121,122;121,123;122,89;122,105;122,106;122,120;122,121;122,123;122,132;122,133;122,134;122,142;123,106;123,121;123,122;132,122;133,106;133,122;134,122;142,122"
62,"88,106;89,105;89,106;89,122;104,106;105,89;105,106;105,122;106,88;106,89;106,104;106,105;106,121;106,122;106,123;106,133;121,106;122,89;122,105;122,106;123,106;133,106"
63,"87,89;88,89;88,106;89,87;89,88;89,105;89,106;89,122;104,106;105,89;105,106;106,88;106,89;106,104;106,105;106,121;106,122;106,123;106,133;121,106;122,89;122,106;123,106;133,106"
64,"58,88;72,88;73,88;73,89;73,105;74,88;87,88;87,89;88,58;88,72;88,73;88,74;88,87;88,89;88,104;88,105;88,106;88,121;89,73;89,87;89,88;89,105;89,106;89,122;104,88;104,106;105,73;105,88;105,89;105,106;106,88;106,89;106,104;106,105;121,88;122,89"
65,"43,73;58,73;58,74;58,88;59,73;60,74;72,73;72,74;73,43;73,57;73,58;73,59;73,72;73,74;73,87;73,88;73,89;73,105;74,58;74,60;74,72;74,73;74,88;88,58;88,73;88,74;89,73;105,73"
66,"33,60;44,60;45,60;46,60;58,60;58,74;59,60;59,61;59,73;60,33;60,44;60,45;60,46;60,58;60,59;60,61;60,74;61,59;61,60;72,74;73,59;73,74;74,58;74,60;74,72;74,73;74,88;88,74"
67,"33,60;44,60;45,60;46,60;58,60;59,60;59,61;60,33;60,44;60,45;60,46;60,58;60,59;60,61;60,74;61,59;61,60;74,60"
68,"33,60;44,60;45,60;45,61;46,60;58,60;59,60;59,61;60,33;60,44;60,45;60,46;60,58;60,59;60,61;60,74;61,45;61,59;61,60;74,60"
69,"33,60;34,61;44,60;45,60;45,61;46,60;46,61;47,61;58,60;59,60;59,61;60,33;60,44;60,45;60,46;60,58;60,59;60,61;60,74;61,34;61,45;61,46;61,47;61,59;61,60;74,60"
70,"33,46;34,46;34,61;35,46;44,46;45,46;45,47;45,61;46,33;46,34;46,35;46,44;46,45;46,47;46,48;46,60;46,61;47,45;47,46;47,61;48,46;59,61;60,46;60,61;61,34;61,45;61,46;61,47;61,59;61,60"
71,"23,47;33,46;34,46;34,47;34,61;35,46;35,47;36,47;44,46;45,46;45,47;46,33;46,34;46,35;46,44;46,45;46,47;46,48;46,60;46,61;47,23;47,34;47,35;47,36;47,45;47,46;47,48;47,49;47,61;47,62;48,46;48,47;49,47;60,46;61,34;61,46;61,47;62,47"
72,"23,47;24,48;34,47;35,47;35,48;36,47;36,48;36,62;37,48;45,47;46,47;46,48;47,23;47,34;47,35;47,36;47,45;47,46;47,48;47,49;47,61;47,62;48,24;48,35;48,36;48,37;48,46;48,47;48,49;48,62;48,63;49,47;49,48;61,47;62,36;62,47;62,48;63,48"
73,"24,48;35,48;36,48;36,62;37,48;46,48;47,48;47,49;47,62;48,24;48,35;48,36;48,37;48,46;48,47;48,49;48,62;48,63;49,47;49,48;49,62;62,36;62,47;62,48;62,49;62,63;62,64;62,76;63,48;63,62;64,62;76,62"
74,"36,62;37,63;47,62;48,62;48,63;49,62;49,63;49,76;62,36;62,47;62,48;62,49;62,63;62,64;62,76;63,37;63,48;63,49;63,62;63,64;63,76;63,77;63,92;64,62;64,63;76,49;76,62;76,63;77,63;92,63"
75,"49,76;62,63;62,64;62,76;63,62;63,76;63,92;64,62;64,76;76,49;76,62;76,63;76,64;76,77;76,78;76,91;76,92;76,93;76,108;77,76;78,76;91,76;92,63;92,76;93,76;108,76"
76,"63,92;76,91;76,92;76,108;90,91;90,92;90,107;91,76;91,90;91,92;91,93;91,107;91,108;92,63;92,76;92,90;92,91;92,107;93,91;107,90;107,91;107,92;108,76;108,91"
77,"76,91;90,91;90,92;90,107;91,76;91,90;91,92;91,93;91,107;91,108;92,90;92,91;93,91;107,90;107,91;108,91"
78,"90,91;90,92;90,107;91,90;91,107;91,108;92,90;107,90;107,91;108,91"
79,"76,91;90,91;90,92;90,107;91,76;91,90;91,92;91,93;91,107;91,108;92,90;92,91;93,91;107,90;107,91;108,91"
80,"76,91;90,91;90,92;90,107;91,76;91,90;91,92;91,93;91,107;91,108;92,90;92,91;92,107;93,91;107,90;107,91;107,92;108,91"
81,"76,91;90,91;90,92;90,107;91,76;91,90;91,92;91,93;91,107;91,108;92,90;92,91;92,107;93,91;107,90;107,91;107,92;107,108;107,109;108,91;108,107;109,107"
82,"90,107;91,107;91,108;92,107;107,90;107,91;107,92;107,108;107,109;108,91;108,107;109,107"
83,"90,107;91,107;92,107;107,90;107,91;107,92;107,108;107,109;108,107;109,107"
84,"90,107;91,107;92,107;107,90;107,91;107,92;107,108;107,109;108,107;109,107"
85,"90,107;91,107;91,108;92,107;107,90;107,91;107,92;107,108;107,109;108,91;108,107;109,107"
86,"76,108;90,107;91,107;91,108;92,107;92,108;92,109;93,108;107,90;107,91;107,92;107,108;107,109;108,76;108,91;108,92;108,93;108,107;108,109;108,110;109,92;109,107;109,108;110,108"
87,"92,109;93,108;93,109;93,124;94,109;107,109;108,93;108,109;108,110;109,92;109,93;109,94;109,107;109,108;109,110;109,111;109,124;109,125;110,108;110,109;110,124;111,109;124,93;124,109;124,110;125,109"
88,"92,109;93,109;93,124;94,109;107,109;108,109;108,110;109,92;109,93;109,94;109,107;109,108;109,110;109,111;109,124;109,125;110,108;110,109;110,124;111,109;124,93;124,109;124,110;124,125;124,126;124,136;125,109;125,124;125,135;126,124;135,125;136,124"
89,"93,124;94,125;109,124;109,125;110,124;110,125;110,136;111,125;124,93;124,109;124,110;124,125;124,126;124,136;125,94;125,109;125,110;125,111;125,124;125,126;125,127;125,135;125,136;125,137;125,148;126,124;126,125;127,125;135,125;136,110;136,124;136,125;137,125;148,125"
90,"94,125;109,125;110,124;110,125;110,136;111,125;124,110;124,125;124,126;124,136;125,94;125,109;125,110;125,111;125,124;125,126;125,127;125,135;125,136;125,137;125,148;126,124;126,125;126,136;127,125;135,125;135,136;135,137;136,110;136,124;136,125;136,126;136,135;136,137;136,147;136,148;136,149;136,160;137,125;137,135;137,136;147,136;148,125;148,136;149,136;160,136"
91,"110,126;111,126;111,127;111,137;112,126;124,126;125,126;125,127;125,137;126,110;126,111;126,112;126,124;126,125;126,127;126,136;126,137;126,149;127,111;127,125;127,126;127,137;136,126;137,111;137,125;137,126;137,127;149,126"
92,"110,126;111,126;111,127;111,137;112,126;112,127;113,127;124,126;125,126;125,127;126,110;126,111;126,112;126,124;126,125;126,127;126,136;126,137;126,149;127,111;127,112;127,113;127,125;127,126;127,137;136,126;137,111;137,126;137,127;149,126"
93,"96,112;111,127;112,96;112,113;112,114;112,126;112,127;113,112;113,127;114,112;125,127;126,112;126,127;127,111;127,112;127,113;127,125;127,126;127,137;137,127"
94,"81,113;96,112;96,113;97,113;111,127;112,96;112,113;112,114;112,126;112,127;113,81;113,96;113,97;113,112;113,114;113,127;114,112;114,113;126,112;127,111;127,112;127,113"
95,"81,113;96,113;96,114;97,113;112,113;112,114;113,81;113,96;113,97;113,112;113,114;113,127;114,96;114,112;114,113;127,113"
96,"81,113;82,114;96,113;96,114;97,113;97,114;112,113;112,114;113,81;113,96;113,97;113,112;113,114;113,127;114,82;114,96;114,97;114,112;114,113;127,113"
97,"68,97;81,97;81,113;82,97;82,114;96,97;96,98;96,113;96,114;97,68;97,81;97,82;97,96;97,98;97,99;97,113;97,114;98,96;98,97;98,114;99,97;112,114;113,81;113,96;113,97;113,114;114,82;114,96;114,97;114,98;114,112;114,113"
98,"68,97;81,97;82,97;82,98;82,114;96,97;96,98;96,114;97,68;97,81;97,82;97,96;97,98;97,99;97,113;97,114;98,82;98,96;98,97;98,114;99,97;113,97;114,82;114,96;114,97;114,98"
99,"68,97;81,97;82,97;82,98;82,114;83,98;96,97;96,98;97,68;97,81;97,82;97,96;97,98;97,99;97,113;97,114;98,82;98,83;98,96;98,97;98,99;98,100;98,114;98,115;99,97;99,98;100,98;113,97;114,82;114,97;114,98;115,98"
100,"83,99;83,115;84,99;97,99;98,99;98,100;98,115;99,83;99,84;99,97;99,98;99,100;99,101;99,115;99,116;100,98;100,99;100,115;101,99;115,83;115,98;115,99;115,100;115,116;115,117;116,99;116,115;117,115"
101,"83,115;98,115;99,115;99,116;100,115;115,83;115,98;115,99;115,100;115,116;115,117;116,99;116,115;117,115"
102,"83,115;84,116;98,115;99,115;99,116;100,115;100,116;101,116;115,83;115,98;115,99;115,100;115,116;115,117;116,84;116,99;116,100;116,101;116,115;116,117;116,118;117,115;117,116;118,116"
103,"83,115;98,115;99,115;99,116;100,115;115,83;115,98;115,99;115,100;115,116;115,117;116,99;116,115;117,115"
104,"83,115;84,116;98,115;99,115;99,116;100,115;100,116;115,83;115,98;115,99;115,100;115,116;115,117;116,84;116,99;116,100;116,115;117,115"
105,"69,100;83,100;83,115;84,100;84,116;85,100;98,100;99,100;99,101;99,115;99,116;100,69;100,83;100,84;100,85;100,98;100,99;100,101;100,102;100,115;100,116;100,117;101,99;101,100;101,116;102,100;115,83;115,99;115,100;115,116;115,117;116,84;116,99;116,100;116,101;116,115;116,117;116,118;117,100;117,115;117,116;118,116"
106,"85,117;100,117;101,116;101,117;101,118;102,117;115,117;116,101;116,117;116,118;117,85;117,100;117,101;117,102;117,115;117,116;117,118;117,119;117,129;118,101;118,116;118,117;119,117;129,117"
107,"86,118;101,118;102,117;102,118;102,129;103,118;116,118;117,102;117,118;117,119;117,129;118,86;118,101;118,102;118,103;118,116;118,117;118,119;118,129;118,130;118,138;119,117;119,118;119,129;129,102;129,117;129,118;129,119;129,130;129,131;129,138;129,139;130,118;130,129;131,129;138,118;138,129;139,129"
108,"102,129;117,129;118,129;118,138;119,129;129,102;129,117;129,118;129,119;129,130;129,131;129,138;129,139;130,129;131,129;138,118;138,129;139,129"
109,"102,129;117,129;118,129;118,138;119,129;129,102;129,117;129,118;129,119;129,130;129,131;129,138;129,139;130,129;130,138;131,129;138,118;138,129;138,130;138,139;138,140;139,129;139,138;140,138"
110,"102,129;117,129;118,129;118,138;119,129;129,102;129,117;129,118;129,119;129,130;129,131;129,138;129,139;130,129;130,138;131,129;138,118;138,129;138,130;138,139;138,140;138,151;139,129;139,138;140,138;151,138"
111,"118,138;119,139;129,138;129,139;130,138;130,139;130,151;131,139;138,118;138,129;138,130;138,139;138,140;138,151;139,119;139,129;139,130;139,131;139,138;139,140;139,151;139,152;139,165;140,138;140,139;151,130;151,138;151,139;152,139;165,139"
112,"130,151;138,151;139,151;139,165;140,151;151,130;151,138;151,139;151,140;151,152;151,164;151,165;151,166;151,177;152,151;163,165;164,151;164,165;164,166;165,139;165,151;165,163;165,164;166,151;166,164;177,151"
113,"151,164;163,164;163,165;163,176;164,151;164,163;164,165;164,166;164,176;164,177;164,187;165,163;165,164;166,164;176,163;176,164;177,164;187,164"
114,"151,164;163,164;163,165;163,176;164,151;164,163;164,165;164,166;164,176;164,177;164,187;165,163;165,164;166,164;176,163;176,164;177,164;187,164"
115,"163,164;163,165;163,176;164,163;165,163;176,163"
116,"163,164;163,165;163,176;164,163;165,163;176,163"
117,"151,164;163,164;163,165;163,176;164,151;164,163;164,165;164,166;164,176;164,177;164,187;165,163;165,164;166,164;176,163;176,164;177,164;187,164"
118,"151,164;163,164;163,165;163,176;164,151;164,163;164,165;164,166;164,176;164,177;164,187;165,163;165,164;165,176;166,164;176,163;176,164;176,165;176,177;176,178;176,186;176,187;176,188;176,198;177,164;177,176;178,176;186,176;187,164;187,176;188,176;198,176"
119,"164,187;176,186;176,187;176,198;177,187;185,186;185,187;186,176;186,185;186,187;186,188;186,196;186,197;186,198;186,206;187,164;187,176;187,177;187,185;187,186;187,188;187,189;187,197;187,198;187,199;187,207;188,186;188,187;189,187;196,186;197,186;197,187;198,176;198,186;198,187;199,187;206,186;207,187"
120,"176,186;185,186;185,187;185,197;186,176;186,185;186,187;186,188;186,196;186,197;186,198;186,206;187,185;187,186;188,186;196,186;197,185;197,186;198,186;206,186"
121,"176,186;185,186;185,187;185,196;185,197;185,205;186,176;186,185;186,187;186,188;186,196;186,197;186,198;186,206;187,185;187,186;188,186;194,196;195,196;195,197;196,185;196,186;196,194;196,195;196,197;196,198;196,204;196,205;196,206;196,213;197,185;197,186;197,195;197,196;198,186;198,196;204,196;205,185;205,196;206,186;206,196;213,196"
122,"185,195;185,196;185,197;185,205;186,196;194,196;195,185;195,196;195,197;196,185;196,186;196,194;196,195;196,197;196,198;196,204;196,205;196,206;196,213;197,185;197,195;197,196;198,196;204,196;205,185;205,196;206,196;213,196"
123,"185,195;185,196;185,205;186,196;194,195;194,196;195,185;195,194;195,196;195,197;195,203;195,204;195,205;195,212;196,185;196,186;196,194;196,195;196,197;196,198;196,204;196,205;196,206;196,213;197,195;197,196;198,196;203,195;204,195;204,196;205,185;205,195;205,196;206,196;212,195;213,196"
124,"185,195;194,195;194,196;194,204;195,185;195,194;195,196;195,197;195,203;195,204;195,205;195,212;196,194;196,195;196,204;197,195;203,195;204,194;204,195;204,196;205,195;212,195"
125,"185,195;194,195;194,196;194,203;194,204;194,211;195,185;195,194;195,196;195,197;195,203;195,204;195,205;195,212;196,194;196,195;197,195;203,194;203,195;204,194;204,195;205,195;211,194;212,195"
126,"194,195;194,196;194,202;194,203;194,204;194,211;195,194;195,203;195,204;195,212;196,194;201,203;202,194;202,203;202,204;203,194;203,195;203,201;203,202;203,204;203,205;203,210;203,211;203,212;203,215;204,194;204,195;204,202;204,203;205,203;210,203;211,194;211,203;212,195;212,203;215,203"
127,"194,202;194,203;194,204;194,211;195,203;201,203;202,194;202,203;202,204;202,211;203,194;203,195;203,201;203,202;203,204;203,205;203,210;203,211;203,212;203,215;204,194;204,202;204,203;205,203;210,203;211,194;211,202;211,203;212,203;215,203"
128,"183,192;184,192;184,201;190,192;191,192;192,183;192,184;192,190;192,191;192,200;192,201;192,202;192,209;200,192;200,202;201,184;201,192;201,202;201,203;202,192;202,200;202,201;203,201;209,192"
129,"183,192;184,191;184,192;184,201;190,192;191,184;191,192;192,183;192,184;192,190;192,191;192,200;192,201;192,202;192,209;200,192;201,184;201,192;202,192;209,192"
