edge_start_node,edge_end_node,visible_segments
63,54,32;33;34;35;26;29;30
63,62,32;26;27;29;30;31
63,64,32;33;26;29;30
63,65,32;33;26;29;30
63,70,32;26;27;28;29;30;31
63,71,32;26;27;28;29;30;31
63,72,32;25;26;29;30
64,43,33;34;35
64,54,33;34;35
64,55,33;34
64,62,32;33;26;27;29;30;31
64,63,32;33;26;29;30
64,65,33
64,66,33
64,71,32;33;26;28;29;30;31
64,72,25;33
64,73,33
64,79,24;25;33
65,44,
65,54,33;34;35
65,55,
65,56,
65,63,32;33;26;29;30
65,64,33
65,66,
65,72,25
65,73,
65,74,
65,80,
66,45,
66,55,
66,56,
66,64,33
66,65,
66,73,
66,74,
66,81,
67,46,
67,57,
67,58,
67,68,9
67,69,9;10
67,75,
67,76,10
67,82,
68,47,1;9
68,57,9
68,58,9
68,59,9
68,67,9
68,69,9;10
68,75,9
68,76,9;10
68,77,9;10;11
68,83,9;10;11
69,48,8;1;2;9
69,58,9
69,59,9;2
69,60,2;3;4;5;6;7;8;9
69,67,9;10
69,68,9;10
69,76,9;10;11
69,77,9;10;11
69,84,9;10;11
70,62,32;26;27;31
70,63,32;26;27;28;29;30;31
70,71,32;26;27;28;29;30;31
70,72,32;25;26;27;28;29;30;31
71,62,32;26;27;28;29;30;31
71,63,32;26;27;28;29;30;31
71,64,32;33;26;28;29;30;31
71,70,32;26;27;28;29;30;31
71,72,32;25;26;28;29;30;31
71,73,32;25;26;28;29;30;31
71,79,32;24;25;26;28;29;30;31
72,54,25;34;35;33
72,63,32;25;26;29;30
72,64,25;33
72,65,25
72,70,32;25;26;27;28;29;30;31
72,71,32;25;26;28;29;30;31
72,73,25
72,74,25
72,79,24;25
72,80,25
72,92,24;25
73,55,
73,64,33
73,65,
73,66,
73,71,32;25;26;28;29;30;31
73,72,25
73,74,
73,79,24;25
73,80,
73,81,
73,93,
74,56,
74,65,
74,66,
74,72,25
74,73,
74,80,
74,81,
74,94,
75,57,
75,67,
75,68,9
75,76,10
75,77,9;10;11
75,82,
75,83,
75,95,
76,58,9;10
76,67,10
76,68,9;10
76,69,9;10;11
76,75,10
76,77,9;10;11
76,82,10
76,83,10;11
76,84,10;11
76,96,10;11
77,59,2;9;10;11
77,68,9;10;11
77,69,9;10;11
77,75,9;10;11
77,76,9;10;11
77,83,10;11
77,84,10;11
77,97,97;10;11;12
79,64,24;25;33
79,71,32;24;25;26;28;29;30;31
79,72,24;25
79,73,24;25
79,80,24;25
79,81,24;25
79,91,24;25
79,92,24;25
79,93,24;25
79,104,24;25
80,65,
80,72,25
80,73,
80,74,
80,79,24;25
80,81,
80,92,24;25
80,93,
80,94,
80,105,
81,66,
81,73,
81,74,
81,79,24;25
81,80,
81,93,
81,94,
81,106,
82,67,
82,75,
82,76,10
82,83,
82,84,11
82,95,
82,96,
82,107,
83,68,9;10;11
83,75,
83,76,10;11
83,77,10;11
83,82,
83,84,11
83,85,11
83,95,
83,96,
83,97,97;11;12
83,108,
84,69,9;10;11
84,76,10;11
84,77,10;11
84,82,11
84,83,11
84,85,11
84,86,11
84,96,11
84,97,97;11;12
84,98,96;97;11;12;13
84,109,97;50;11;12
85,83,11
85,84,11
85,86,
85,87,17
85,97,97;12
85,98,96;97;12;13
85,99,96;97;12;13;14;15;94;95
85,110,96;97;12;13
86,84,11
86,85,
86,87,17
86,88,16;17;18;19;20
86,98,96;97;12;13
86,99,96;97;12;13;14;15;94;95
86,100,94;95;14;15
86,111,96;97;12;13;14;15;94;95
87,85,17
87,86,17
87,88,16;17;18;19;20
87,89,16;17;18;19;20
87,99,96;97;12;13;14;15;17;94;95
87,100,14;15;17;94;95
87,101,17;18;94;15
87,112,14;15;17;92;94;95
88,86,16;17;18;19;20
88,87,16;17;18;19;20
88,89,16;17;18;19;20
88,90,16;17;18;19;20
88,100,14;15;16;17;18;19;20;94;95
88,101,15;16;17;18;19;20;94
88,113,15;16;17;18;19;20;89;90;91;92;93;94
89,87,16;17;18;19;20
89,88,16;17;18;19;20
89,90,18;19
89,91,18;19
89,101,15;16;17;18;19;94
90,88,16;17;18;19;20
90,89,18;19
90,91,
90,92,24
90,102,23;21;86;87;22;88
90,103,86;87;22;23
90,115,23;21;86;87;22;88
91,79,24;25
91,89,18;19
91,90,
91,92,24
91,93,24
91,102,23;21;86;87;22;88
91,103,86;87;22;23
91,104,
91,116,22;87;86;23
92,72,24;25
92,79,24;25
92,80,24;25
92,90,24
92,91,24
92,93,24
92,94,24
92,103,23;86;87;24;22
92,104,24
92,105,24
92,117,24;85
93,73,
93,79,24;25
93,80,
93,81,
93,91,24
93,92,24
93,94,
93,104,
93,105,
93,106,
93,118,
94,74,
94,80,
94,81,
94,92,24
94,93,
94,105,
94,106,
94,119,
95,75,
95,82,
95,83,
95,96,
95,97,97;12
95,107,
95,108,
95,120,
96,76,10;11
96,82,
96,83,
96,84,11
96,95,
96,97,97;12
96,98,96;97;12;13
96,107,
96,108,
96,109,50
96,121,50;51
97,77,97;10;11;12
97,83,97;11;12
97,84,97;11;12
97,85,97;12
97,95,97;12
97,96,97;12
97,98,96;97;12;13
97,99,96;97;12;13;14;15;94;95
97,108,97;50;12
97,109,97;50;12
97,110,97;12
97,122,97;50;51;12
98,84,96;97;11;12;13
98,85,96;97;12;13
98,86,96;97;12;13
98,96,96;97;12;13
98,97,96;97;12;13
98,99,96;97;12;13;14;15;94;95
98,100,96;97;12;13;14;15;94;95
98,109,96;97;12;13;50
98,110,96;97;12;13
98,111,96;97;12;13
99,85,96;97;12;13;14;15;94;95
99,86,96;97;12;13;14;15;94;95
99,87,96;97;12;13;14;15;17;94;95
99,97,96;97;12;13;14;15;94;95
99,98,96;97;12;13;14;15;94;95
99,100,96;97;12;13;14;15;94;95
99,101,96;97;12;13;14;15;94;95
99,110,96;97;12;13;14;15;94;95
99,111,96;97;12;13;14;15;94;95
99,112,96;97;12;13;14;15;92;94;95
100,86,94;95;14;15
100,87,14;15;17;94;95
100,88,14;15;16;17;18;19;20;94;95
100,98,96;97;12;13;14;15;94;95
100,99,96;97;12;13;14;15;94;95
100,101,94;95;14;15
100,111,94;95;14;15
100,112,14;15;92;94;95
100,113,14;15;89;90;91;92;93;94;95
101,87,17;18;94;15
101,88,15;16;17;18;19;20;94
101,89,15;16;17;18;19;94
101,99,96;97;12;13;14;15;94;95
101,100,94;95;14;15
101,112,91;92;94;15
101,113,15;89;90;91;92;93;94
101,114,15;90;91;92;93;94
102,90,23;21;86;87;22;88
102,91,23;21;86;87;22;88
102,103,23;21;86;87;22;88
102,104,23;21;86;87;22;88
102,115,23;21;86;87;22;88
102,116,23;21;86;87;22;88
103,90,86;87;22;23
103,91,86;87;22;23
103,92,23;86;87;24;22
103,102,23;21;86;87;22;88
103,104,86;87;22;23
103,105,86;87;22;23
103,115,86;87;22;23
103,116,86;87;22;23
103,117,23;85;86;87;22
104,79,24;25
104,91,
104,92,24
104,93,
104,102,23;21;86;87;22;88
104,103,86;87;22;23
104,105,
104,106,
104,116,
104,117,85
104,118,
104,124,83;84;85
105,80,
105,92,24
105,93,
105,94,
105,103,86;87;22;23
105,104,
105,106,
105,117,85
105,118,
105,119,
105,125,
106,81,
106,93,
106,94,
106,104,
106,105,
106,118,
106,119,
106,126,
107,82,
107,95,
107,96,
107,108,
107,109,50
107,120,
107,121,51
107,127,
108,83,
108,95,
108,96,
108,97,97;50;12
108,107,
108,109,50
108,110,50
108,120,
108,121,50;51
108,122,50;51
108,128,50;51
109,84,97;50;11;12
109,96,50
109,97,97;50;12
109,98,96;97;12;13;50
109,107,50
109,108,50
109,110,50
109,111,50
109,121,50;51
109,122,50;51
109,129,50;51
110,85,96;97;12;13
110,97,97;12
110,98,96;97;12;13
110,99,96;97;12;13;14;15;94;95
110,108,50
110,109,50
110,111,
110,112,92
111,86,96;97;12;13;14;15;94;95
111,98,96;97;12;13
111,99,96;97;12;13;14;15;94;95
111,100,94;95;14;15
111,109,50
111,110,
111,112,92
111,113,89;90;91;92;93
112,87,14;15;17;92;94;95
112,99,96;97;12;13;14;15;92;94;95
112,100,14;15;92;94;95
112,101,91;92;94;15
112,110,92
112,111,92
112,113,89;90;91;92;93
112,114,89;90;91;92;93
113,88,15;16;17;18;19;20;89;90;91;92;93;94
113,100,14;15;89;90;91;92;93;94;95
113,101,15;89;90;91;92;93;94
113,111,89;90;91;92;93
113,112,89;90;91;92;93
113,114,89;90;91;92;93
113,115,89;90;91;92;93
114,101,15;90;91;92;93;94
114,112,89;90;91;92;93
114,113,89;90;91;92;93
114,115,90;91
114,116,90;91
115,90,21;86;23;88;22;87
115,102,23;21;86;87;22;88
115,103,86;87;22;23
115,113,89;90;91;92;93
115,114,90;91
115,116,
115,117,85
116,91,87;22;86;23
116,102,23;21;86;87;22;88
116,103,86;87;22;23
116,104,
116,114,90;91
116,115,
116,117,85
116,118,85
116,124,83;84;85
117,92,24;85
117,103,23;85;86;87;22
117,104,85
117,105,85
117,115,85
117,116,85
117,118,85
117,119,85
117,124,83;84;85
117,125,84;85
117,133,83;84;85
118,93,
118,104,
118,105,
118,106,
118,116,85
118,117,85
118,119,
118,124,83;84;85
118,125,
118,126,
118,134,
119,94,
119,105,
119,106,
119,117,85
119,118,
119,125,
119,126,
119,135,
120,95,
120,107,
120,108,
120,121,51
120,122,50;51
120,127,
120,128,
120,136,
121,96,50;51
121,107,51
121,108,50;51
121,109,50;51
121,120,51
121,122,50;51
121,127,51
121,128,51
121,129,50;51
121,137,51
122,97,97;50;51;12
122,108,50;51
122,109,50;51
122,120,50;51
122,121,50;51
122,128,50;51
122,129,50;51
122,130,50;51;52;54;55;57;58
122,138,50;51;52;58;59
124,104,83;84;85
124,116,83;84;85
124,117,83;84;85
124,118,83;84;85
124,125,83;84;85
124,126,83;84;85
124,133,83;84;85
124,134,83;84;85
124,143,83;84;85
125,105,
125,117,84;85
125,118,
125,119,
125,124,83;84;85
125,126,
125,133,83;84
125,134,
125,135,
125,144,
126,106,
126,118,
126,119,
126,124,83;84;85
126,125,
126,134,
126,135,
126,145,
127,107,
127,120,
127,121,51
127,128,
127,129,51
127,136,
127,137,
127,146,
128,108,50;51
128,120,
128,121,51
128,122,50;51
128,127,
128,129,51
128,130,51;52;54;55;56;57;58
128,136,
128,137,
128,138,59
128,147,59;60
129,109,50;51
129,121,50;51
129,122,50;51
129,127,51
129,128,51
129,130,52;54;55;56;57;58
129,137,
129,138,58;59;52
129,139,52;53;54;55;56;58
129,148,58;59;60;52
130,122,50;51;52;54;55;57;58
130,128,51;52;54;55;56;57;58
130,129,52;54;55;56;57;58
130,138,52;54;55;56;57;58;59
130,139,52;53;54;55;56;57;58
133,117,83;84;85
133,124,83;84;85
133,125,83;84
133,134,83;84
133,135,83;84
133,142,76;77;78;79;80;82;83;84
133,143,83;84
133,144,83;84
133,151,83;74;75;84
134,118,
134,124,83;84;85
134,125,
134,126,
134,133,83;84
134,135,
134,143,83
134,144,
134,145,
134,152,
135,119,
135,125,
135,126,
135,133,83;84
135,134,
135,144,
135,145,
135,153,
136,120,
136,127,
136,128,
136,137,
136,138,59
136,146,
136,147,59;60
136,154,
137,121,51
137,127,
137,128,
137,129,
137,136,
137,138,59
137,139,52;53;55;56;58;59
137,146,
137,147,59;60
137,148,59;60
137,155,59;60;61
138,122,50;51;52;58;59
138,128,59
138,129,58;59;52
138,130,52;54;55;56;57;58;59
138,136,59
138,137,59
138,139,52;53;55;56;58;59
138,147,59;60
138,148,59;60
138,156,59;60;61
139,129,52;53;54;55;56;58
139,130,52;53;54;55;56;57;58
139,137,52;53;55;56;58;59
139,138,52;53;55;56;58;59
141,142,76;77;78;79;80;81;82
141,143,76;77;78;79;80;81;82
142,133,76;77;78;79;80;82;83;84
142,141,76;77;78;79;80;81;82
142,143,76;77;78;79;80;82
142,144,76;77;78;79;80;82
142,151,74;75;76;77;78;79;80;82
143,124,83;84;85
143,133,83;84
143,134,83
143,141,76;77;78;79;80;81;82
143,142,76;77;78;79;80;82
143,144,
143,145,
143,151,74;75
143,152,75
143,160,74;75
144,125,
144,133,83;84
144,134,
144,135,
144,142,76;77;78;79;80;82
144,143,
144,145,
144,151,74;75
144,152,
144,153,
144,161,
145,126,
145,134,
145,135,
145,143,
145,144,
145,152,
145,153,
145,162,
146,127,
146,136,
146,137,
146,147,59;60
146,148,59;60;61
146,154,
146,155,61
146,163,
147,128,59;60
147,136,59;60
147,137,59;60
147,138,59;60
147,146,59;60
147,148,59;60;61
147,154,59;60
147,155,59;60;61
147,156,59;60;61
147,164,59;60;61
148,129,58;59;60;52
148,137,59;60
148,138,59;60
148,146,59;60;61
148,147,59;60;61
148,155,59;60;61
148,156,59;60;61
148,165,59;60;61
151,133,83;74;75;84
151,142,74;75;76;77;78;79;80;82
151,143,74;75
151,144,74;75
151,152,74;75
151,153,74;75
151,160,74;75
151,161,74;75
151,173,74;75
152,134,
152,143,75
152,144,
152,145,
152,151,74;75
152,153,
152,160,74;75
152,161,
152,162,
152,174,
153,135,
153,144,
153,145,
153,151,74;75
153,152,
153,161,
153,162,
153,175,
154,136,
154,146,
154,147,59;60
154,155,61
154,156,60;61
154,163,
154,164,
154,176,
155,137,59;60;61
155,146,61
155,147,59;60;61
155,148,59;60;61
155,154,61
155,156,60;61
155,163,61
155,164,61
155,165,61
155,177,61
156,138,59;60;61
156,147,59;60;61
156,148,59;60;61
156,154,60;61
156,155,60;61
156,164,60;61
156,165,60;61
156,166,60;61;62;63
156,178,60;61;62
157,168,64;65;66;67;68;70
157,169,66;67;68;69;70
157,170,66;68;69;70;71
157,182,65;66;67;68;69;70
160,143,74;75
160,151,74;75
160,152,74;75
160,161,74;75
160,162,74;75
160,172,73;74;75
160,173,74;75
160,174,74;75
160,186,74;75
161,144,
161,151,74;75
161,152,
161,153,
161,160,74;75
161,162,
161,173,74
161,174,
161,175,
161,187,
162,145,
162,152,
162,153,
162,160,74;75
162,161,
162,174,
162,175,
162,188,
163,146,
163,154,
163,155,61
163,164,
163,165,61
163,176,
163,177,
164,147,59;60;61
164,154,
164,155,61
164,156,60;61
164,163,
164,165,61
164,166,61;62;63
164,176,
164,177,
164,178,
164,189,
165,148,59;60;61
165,155,61
165,156,60;61
165,163,61
165,164,61
165,166,62;63
165,167,64;62;63
165,177,
165,178,62
165,179,62
165,190,62
166,156,60;61;62;63
166,164,61;62;63
166,165,62;63
166,167,64;62;63
166,168,64;65;67;62;63
166,178,62;63
166,179,62;63
166,180,64;62;63
166,191,62;63
167,165,64;62;63
167,166,64;62;63
167,168,64;65;67;63
167,169,64;65;67;68;69;70;63
167,179,64;62;63
167,180,64;65;62;63
167,181,64;65;63
167,192,64;65;62;63
168,157,64;65;66;67;68;70
168,166,64;65;67;62;63
168,167,64;65;67;63
168,169,64;65;67;68;69;70
168,170,64;65;66;67;68;69;70;71
168,180,64;65;67;63
168,181,64;65;67
168,182,64;65;67
168,193,64;65;67
169,157,66;67;68;69;70
169,167,64;65;67;68;69;70;63
169,168,64;65;67;68;69;70
169,170,66;67;68;69;70;71
169,171,66;67;68;69;70;71;72;73
169,181,65;67;68;69;70
169,182,65;67;68;69;70
169,183,67;68;69;70;71
169,194,65;67;68;69;70
170,157,66;68;69;70;71
170,168,64;65;66;67;68;69;70;71
170,169,66;67;68;69;70;71
170,171,68;69;71;72;73
170,172,68;69;71;72;73
170,182,68;69;71
170,183,72;68;69;71
170,184,72;68;69;71
170,195,72;68;69;71
171,169,66;67;68;69;70;71;72;73
171,170,68;69;71;72;73
171,172,72;73;71
171,173,72;73;71
171,183,72;73;71
171,184,72;73;71
171,185,72;73;71
171,196,72;73;71
172,160,73;74;75
172,170,68;69;71;72;73
172,171,72;73;71
172,173,73
172,174,73;74
172,184,72;73;71
172,185,72;73
172,186,73
172,197,72;73
173,151,74;75
173,160,74;75
173,161,74
173,171,72;73;71
173,172,73
173,174,74
173,175,74
173,185,73
173,186,
173,187,
173,198,
174,152,
174,160,74;75
174,161,
174,162,
174,172,73;74
174,173,74
174,175,
174,186,
174,187,
174,188,
174,199,
175,153,
175,161,
175,162,
175,173,74
175,174,
175,187,
175,188,
176,154,
176,163,
176,164,
176,177,
176,178,
176,189,
177,155,61
177,163,
177,164,
177,165,
177,176,
177,178,
177,179,62
177,189,
177,190,
178,156,60;61;62
178,164,
178,165,62
178,166,62;63
178,176,
178,177,
178,179,62
178,180,64;62;63
178,189,
178,190,
178,191,
179,165,62
179,166,62;63
179,167,64;62;63
179,177,62
179,178,62
179,180,64;62;63
179,181,64;65;62;63
179,190,62
179,191,62
179,192,62
180,166,64;62;63
180,167,64;65;62;63
180,168,64;65;67;63
180,178,64;62;63
180,179,64;62;63
180,181,64;65;63
180,182,64;65;63
180,191,64;63
180,192,64;63
180,193,64;63
181,167,64;65;63
181,168,64;65;67
181,169,65;67;68;69;70
181,179,64;65;62;63
181,180,64;65;63
181,182,65
181,183,65
181,192,65
181,193,65
181,194,65
182,157,65;66;67;68;69;70
182,168,64;65;67
182,169,65;67;68;69;70
182,170,68;69;71
182,180,64;65;63
182,181,65
182,183,
182,184,72;71
182,193,
182,194,
182,195,
183,169,67;68;69;70;71
183,170,72;68;69;71
183,171,72;73;71
183,181,65
183,182,
183,184,72;71
183,185,72;73;71
183,194,
183,195,
183,196,
184,170,72;68;69;71
184,171,72;73;71
184,172,72;73;71
184,182,72;71
184,183,72;71
184,185,72;73
184,186,72;73
184,195,72
184,196,72
184,197,72
185,171,72;73;71
185,172,72;73
185,173,73
185,183,72;73;71
185,184,72;73
185,186,73
185,187,73
185,196,73
185,197,73
185,198,73
186,160,74;75
186,172,73
186,173,
186,174,
186,184,72;73
186,185,73
186,187,
186,188,
186,197,
186,198,
186,199,
187,161,
187,173,
187,174,
187,175,
187,185,73
187,186,
187,188,
187,198,
187,199,
188,162,
188,174,
188,175,
188,186,
188,187,
188,199,
189,164,
189,176,
189,177,
189,178,
189,190,
189,191,
190,165,62
190,177,
190,178,
190,179,62
190,189,
190,191,
190,192,
191,166,62;63
191,178,
191,179,62
191,180,64;63
191,189,
191,190,
191,192,
191,193,
192,167,64;65;62;63
192,179,62
192,180,64;63
192,181,65
192,190,
192,191,
192,193,
192,194,
193,168,64;65;67
193,180,64;63
193,181,65
193,182,
193,191,
193,192,
193,194,
193,195,
194,169,65;67;68;69;70
194,181,65
194,182,
194,183,
194,192,
194,193,
194,195,
194,196,
195,170,72;68;69;71
195,182,
195,183,
195,184,72
195,193,
195,194,
195,196,
195,197,
196,171,72;73;71
196,183,
196,184,72
196,185,73
196,194,
196,195,
196,197,
196,198,
197,172,72;73
197,184,72
197,185,73
197,186,
197,195,
197,196,
197,198,
197,199,
198,173,
198,185,73
198,186,
198,187,
198,196,
198,197,
198,199,
199,174,
199,186,
199,187,
199,188,
199,197,
199,198,
