# Path coordinates in original coordinate system
# x, y
555444.5259, 4806777.5288
555451.7897, 4806765.3947
555444.5259, 4806777.5288
555456.6182, 4806743.5616
555449.3545, 4806755.6957
555446.9611, 4806787.2278
555463.8820, 4806731.4274
555459.0953, 4806794.4916
555471.1457, 4806719.2932
555471.2294, 4806801.7553
555471.1039, 4806678.0622
555463.8401, 4806690.1964
555480.8447, 4806716.8580
555485.7569, 4806777.4870
555493.0207, 4806765.3528
555480.9284, 4806799.3201
555478.3677, 4806665.9280
555466.2753, 4806699.8953
555483.2799, 4806726.5570
555495.4141, 4806733.8208
555483.3217, 4806767.7880
555505.1549, 4806772.6166
555493.0625, 4806806.5839
555485.6314, 4806653.7939
555478.4095, 4806707.1591
555497.8493, 4806743.5197
555490.5855, 4806755.6539
555514.8538, 4806770.1814
555502.7615, 4806804.1487
555497.7656, 4806661.0576
555490.5437, 4806714.4228
555522.1176, 4806758.0472
555512.4605, 4806801.7135
555507.4645, 4806658.6224
555497.8074, 4806702.2887
555507.5064, 4806699.8535
555509.9416, 4806709.5524
555526.9461, 4806736.2141
555519.6824, 4806748.3483
555519.7242, 4806789.5793
555529.4232, 4806787.1441
555531.8584, 4806796.8431
555519.5987, 4806665.8862
555512.3768, 4806719.2514
555524.5109, 4806726.5152
555534.2936, 4806806.5420
555529.2977, 4806663.4510
555546.4277, 4806813.8058
555541.4318, 4806670.7148
555541.4737, 4806711.9458
555546.3441, 4806731.3437
555558.4782, 4806738.6075
555556.1267, 4806811.3706
555543.8670, 4806680.4137
555546.3022, 4806690.1127
555539.0385, 4806702.2468
555568.1772, 4806736.1723
555575.5246, 4806806.5002
555568.2609, 4806818.6343
555580.3113, 4806743.4360
555573.0894, 4806796.8012
555590.0103, 4806741.0008
555585.2236, 4806804.0650
555602.1445, 4806748.2646
555599.7511, 4806779.7967
555592.4873, 4806791.9308
555604.5797, 4806757.9635
555597.3159, 4806770.0977
