# Path coordinates in rotated coordinate system
# x, y
555440.0000, 4806757.0000
555450.0000, 4806747.0000
555440.0000, 4806757.0000
555460.0000, 4806727.0000
555450.0000, 4806737.0000
555440.0000, 4806767.0000
555470.0000, 4806717.0000
555450.0000, 4806777.0000
555480.0000, 4806707.0000
555460.0000, 4806787.0000
555490.0000, 4806667.0000
555480.0000, 4806677.0000
555490.0000, 4806707.0000
555480.0000, 4806767.0000
555490.0000, 4806757.0000
555470.0000, 4806787.0000
555500.0000, 4806657.0000
555480.0000, 4806687.0000
555490.0000, 4806717.0000
555500.0000, 4806727.0000
555480.0000, 4806757.0000
555500.0000, 4806767.0000
555480.0000, 4806797.0000
555510.0000, 4806647.0000
555490.0000, 4806697.0000
555500.0000, 4806737.0000
555490.0000, 4806747.0000
555510.0000, 4806767.0000
555490.0000, 4806797.0000
555520.0000, 4806657.0000
555500.0000, 4806707.0000
555520.0000, 4806757.0000
555500.0000, 4806797.0000
555530.0000, 4806657.0000
555510.0000, 4806697.0000
555520.0000, 4806697.0000
555520.0000, 4806707.0000
555530.0000, 4806737.0000
555520.0000, 4806747.0000
555510.0000, 4806787.0000
555520.0000, 4806787.0000
555520.0000, 4806797.0000
555540.0000, 4806667.0000
555520.0000, 4806717.0000
555530.0000, 4806727.0000
555520.0000, 4806807.0000
555550.0000, 4806667.0000
555530.0000, 4806817.0000
555560.0000, 4806677.0000
555550.0000, 4806717.0000
555550.0000, 4806737.0000
555560.0000, 4806747.0000
555540.0000, 4806817.0000
555560.0000, 4806687.0000
555560.0000, 4806697.0000
555550.0000, 4806707.0000
555570.0000, 4806747.0000
555560.0000, 4806817.0000
555550.0000, 4806827.0000
555580.0000, 4806757.0000
555560.0000, 4806807.0000
555590.0000, 4806757.0000
555570.0000, 4806817.0000
555600.0000, 4806767.0000
555590.0000, 4806797.0000
555580.0000, 4806807.0000
555600.0000, 4806777.0000
555590.0000, 4806787.0000
