segment_idx,visible_edges
134,"284,286;285,286;285,287;286,284;286,285;286,287;286,288;286,312;286,313;286,314;287,285;287,286;287,288;287,289;287,313;287,314;287,315;288,286;288,287;289,287;313,286;313,287;314,286;314,287"
135,"285,287;286,287;286,288;287,285;287,286;287,288;287,289;287,313;287,314;287,315;288,286;288,287;288,289;288,290;288,314;288,315;288,316;289,287;289,288;290,288;314,287;314,288;315,287;315,288"
136,"285,287;286,287;286,288;287,285;287,286;287,288;287,289;287,313;287,314;287,315;288,286;288,287;288,289;288,290;288,314;288,315;288,316;289,287;289,288;290,288;314,287;314,288;315,287;315,288"
137,"286,288;287,288;287,289;288,286;288,287;288,289;288,290;288,314;288,315;288,316;289,264;289,287;289,288;289,290;289,291;289,315;289,316;289,317;290,288;290,289;291,289;315,288;315,289;316,288;316,289"
138,"264,289;286,288;287,288;287,289;288,286;288,287;288,289;288,290;288,314;288,315;288,316;289,264;289,287;289,288;289,290;289,291;289,315;289,316;289,317;290,288;290,289;291,289;315,288;315,289;316,288;316,289"
139,"237,290;264,289;264,290;264,317;287,289;288,289;288,290;289,264;289,287;289,288;289,290;289,291;289,315;289,316;289,317;290,237;290,264;290,265;290,288;290,289;290,291;290,292;290,316;290,317;290,318;291,289;291,290;292,290;316,289;316,290;317,264;317,289;317,290"
140,
141,"213,237;224,237;224,238;224,264;225,237;237,213;237,224;237,225;237,238;237,239;237,264;237,265;237,290;238,224;238,237;238,264;239,237;264,224;264,237;264,238;264,265;265,237;265,264;290,237"
142,"213,237;224,225;224,226;224,237;224,238;224,264;225,224;225,237;226,224;237,213;237,224;237,225;237,238;237,239;237,264;237,265;237,290;238,224;238,237;238,264;239,237;264,224;264,237;264,238;265,237;290,237"
143,"201,224;213,224;213,225;213,237;214,224;224,201;224,213;224,214;224,225;224,226;224,237;224,238;224,264;225,213;225,224;225,237;226,224;237,213;237,224;237,225;237,238;237,239;238,224;238,237;239,237;264,224"
144,"201,224;213,214;213,215;213,224;213,225;213,237;214,213;214,224;215,213;224,201;224,213;224,214;224,225;224,226;224,237;224,238;224,264;225,213;225,224;225,237;226,224;237,213;237,224;237,225;238,224;264,224"
145,"175,213;201,213;201,214;201,224;202,213;213,175;213,201;213,202;213,214;213,215;213,224;213,225;213,237;214,201;214,213;214,224;215,213;224,201;224,213;224,214;224,225;224,226;225,213;225,224;226,224;237,213"
146,"175,213;200,202;201,202;201,203;201,213;201,214;201,224;202,200;202,201;202,213;203,201;213,175;213,201;213,202;213,214;213,215;213,224;213,225;213,237;214,201;214,213;214,224;215,213;224,201;224,213;224,214;225,213;237,213"
147,"148,201;175,201;175,213;176,201;199,201;200,201;200,202;201,148;201,174;201,175;201,176;201,199;201,200;201,202;201,203;201,213;201,214;201,224;202,200;202,201;202,213;203,201;213,175;213,201;213,202;213,214;213,215;214,201;214,213;215,213;224,201"
148,"4,41;5,42;19,21;20,21;20,22;20,40;20,41;20,42;21,19;21,20;21,41;21,42;22,20;22,42;40,20;40,42;41,4;41,20;41,21;41,42;41,43;42,5;42,20;42,21;42,22;42,40;42,41;43,41"
149,"4,20;4,41;18,20;19,20;19,21;19,41;20,3;20,4;20,5;20,18;20,19;20,21;20,22;20,40;20,41;20,42;21,19;21,20;21,41;22,20;39,41;40,20;40,41;40,42;41,4;41,19;41,20;41,21;41,39;41,40;41,42;41,43;42,20;42,40;42,41;43,41"
150,"3,19;3,40;4,41;17,19;18,19;18,20;19,2;19,3;19,4;19,17;19,18;19,20;19,21;19,39;19,40;19,41;20,18;20,19;20,40;20,41;20,42;21,19;39,19;39,41;40,3;40,19;40,20;40,41;40,42;41,4;41,19;41,20;41,39;41,40;42,20;42,40"
151,"3,19;3,40;17,19;18,19;18,20;18,40;19,2;19,3;19,4;19,17;19,18;19,20;19,21;19,39;19,40;19,41;20,18;20,19;20,40;21,19;39,19;40,3;40,18;40,19;40,20;41,19"
152,"2,18;2,39;3,19;3,40;16,18;17,18;17,19;18,1;18,2;18,3;18,16;18,17;18,19;18,20;18,38;18,39;18,40;19,2;19,3;19,4;19,17;19,18;19,20;19,21;19,39;19,40;19,41;20,18;20,19;21,19;39,2;39,18;39,19;40,3;40,18;40,19;41,19"
153,
154,"1,38;16,38;17,38;17,62;37,38;37,62;38,1;38,16;38,17;38,18;38,37;38,61;38,62;38,76;61,38;61,62;62,17;62,37;62,38;62,61;62,75;62,76;62,92;76,38;76,62;92,62"
155,"17,62;37,62;38,61;38,62;38,76;61,38;61,62;61,76;62,17;62,37;62,38;62,61;62,75;62,76;62,92;75,62;76,38;76,61;76,62;92,62"
156,"17,62;37,62;38,62;38,76;61,62;61,76;62,17;62,37;62,38;62,61;62,75;62,76;62,92;75,62;75,76;76,38;76,61;76,62;76,75;92,62"
157,"38,76;61,76;62,75;62,76;62,92;75,62;75,76;75,92;76,38;76,61;76,62;76,75;76,92;76,109;92,62;92,75;92,76;109,76"
158,"38,76;61,76;62,76;62,92;75,76;75,92;76,38;76,61;76,62;76,75;76,92;76,109;92,62;92,75;92,76;109,76"
159,"62,92;75,92;76,92;76,109;92,62;92,75;92,76;92,108;92,109;92,128;108,92;109,76;109,92;128,92"
160,"62,92;75,92;76,92;76,109;92,62;92,75;92,76;92,108;92,109;92,128;107,109;108,92;108,109;108,110;109,76;109,92;109,107;109,108;110,108;128,92"
161,"92,128;108,110;109,110;109,111;109,128;109,129;109,155;110,108;110,109;110,128;110,129;110,156;111,109;111,129;127,129;128,92;128,109;128,110;128,129;128,130;129,109;129,110;129,111;129,127;129,128;129,130;129,131;129,155;129,156;129,157;129,182;130,128;130,129;131,129;155,109;156,110;156,129;182,129"
162,"109,129;110,128;110,129;110,130;110,156;111,129;127,129;128,110;128,129;128,130;129,109;129,110;129,111;129,127;129,128;129,130;129,131;129,155;129,156;129,157;129,182;130,110;130,128;130,129;131,129;156,110;156,129;182,129"
163,"109,129;110,129;110,130;110,156;111,129;111,130;111,157;127,129;128,129;128,130;129,109;129,110;129,111;129,127;129,128;129,130;129,131;129,155;129,156;129,157;129,182;130,110;130,111;130,128;130,129;130,131;130,132;130,156;130,157;130,158;130,183;131,129;131,130;132,130;156,110;156,129;157,111;157,130;182,129;183,130"
164,"110,130;111,129;111,130;111,131;111,157;128,130;129,111;129,130;129,131;130,110;130,111;130,128;130,129;130,131;130,132;130,156;130,157;130,158;130,183;131,111;131,129;131,130;132,130;157,111;157,130;183,130"
165,"110,130;111,130;111,131;111,157;128,130;129,130;129,131;130,110;130,111;130,128;130,129;130,131;130,132;130,156;130,157;130,158;130,183;131,111;131,129;131,130;131,132;131,133;131,157;131,158;131,159;131,184;132,130;132,131;133,131;157,111;157,130;157,131;158,130;158,131;183,130;184,131"
166,"111,131;129,131;130,131;130,132;131,111;131,129;131,130;131,132;131,133;131,157;131,158;131,159;131,184;132,130;132,131;133,131;157,131;158,131;159,131;184,131"
167,"129,131;130,131;130,132;131,111;131,129;131,130;131,132;131,133;131,157;131,158;131,159;131,184;132,113;132,130;132,131;132,133;132,134;132,158;132,159;132,160;132,185;133,131;133,132;134,132;158,131;158,132;159,131;159,132;184,131;185,132"
168,"113,132;130,132;131,132;131,133;132,113;132,130;132,131;132,133;132,134;132,158;132,159;132,160;132,185;133,131;133,132;134,132;158,132;159,132;159,133;160,132;185,132"
169,"77,113;93,113;93,114;93,133;94,113;113,77;113,93;113,94;113,114;113,115;113,132;113,133;113,134;113,160;114,93;114,113;114,133;115,113;133,93;133,113;133,114;134,113;160,113"
170,"63,93;77,93;77,113;93,63;93,77;93,78;93,94;93,95;93,113;93,114;93,133;94,93;94,113;95,93;113,77;113,93;113,94;113,114;113,115;113,132;113,133;113,134;113,160;114,93;114,113;115,113;133,93;133,113;134,113;160,113"
171,"63,93;77,93;77,94;77,113;78,93;93,63;93,77;93,78;93,94;93,95;93,113;93,114;93,133;94,77;94,93;94,113;95,93;113,77;113,93;113,94;114,93;133,93"
172,"63,78;63,93;64,94;77,78;77,79;77,93;77,94;77,113;78,63;78,77;78,93;78,94;78,114;79,77;93,63;93,77;93,78;93,94;93,95;93,114;94,64;94,77;94,78;94,93;95,93;113,77;114,78"
173,"43,77;44,78;63,77;63,78;63,93;64,77;64,78;64,94;77,43;77,63;77,64;77,78;77,79;77,93;77,94;77,113;78,44;78,63;78,64;78,65;78,77;78,79;78,80;78,93;78,94;78,95;78,114;79,77;79,78;80,78;93,63;93,77;93,78;94,64;94,77;94,78;113,77;114,78"
174,"23,64;43,64;43,77;44,64;44,78;63,64;63,65;63,77;63,78;63,93;64,23;64,43;64,44;64,45;64,63;64,65;64,66;64,77;64,78;64,79;64,94;65,63;65,64;66,64;77,43;77,63;77,64;77,78;77,79;78,44;78,63;78,64;78,77;79,77;93,63;93,78;94,64"
175,
176,"5,42;6,43;20,42;21,42;21,43;22,42;22,43;22,63;40,42;41,42;41,43;42,5;42,20;42,21;42,22;42,40;42,41;42,43;42,44;42,63;43,6;43,21;43,22;43,23;43,41;43,42;43,44;43,45;43,63;43,64;43,77;44,42;44,43;45,43;63,22;63,42;63,43;77,43"
177,
178,"22,63;41,43;42,43;42,44;42,63;43,41;43,42;43,63;43,77;44,42;63,22;63,42;63,43;63,44;63,64;63,65;63,77;63,78;63,93;64,63;65,63;77,43;77,63;93,63"
179,"71,86;71,102;84,86;85,86;85,87;85,102;86,70;86,71;86,72;86,84;86,85;86,87;86,88;86,101;86,102;87,85;87,86;87,102;88,86;100,102;101,86;101,102;102,71;102,85;102,86;102,87;102,100;102,101;102,121"
180,"71,102;85,102;86,101;86,102;87,102;100,102;101,86;101,102;102,71;102,85;102,86;102,87;102,100;102,101;102,121;121,102"
181,"71,102;85,102;85,121;86,101;86,102;100,102;101,86;101,102;101,121;102,71;102,85;102,86;102,87;102,100;102,101;102,121;121,85;121,101;121,102"
182,"70,101;85,101;85,121;99,101;100,101;100,102;100,121;101,70;101,84;101,85;101,86;101,99;101,100;101,102;101,120;101,121;102,100;102,101;102,121;119,121;120,101;120,121;121,85;121,100;121,101;121,102;121,119;121,120;121,149"
183,"85,121;100,121;101,120;101,121;102,121;119,121;120,101;120,121;121,85;121,100;121,101;121,102;121,119;121,120;121,149;149,121"
184,"84,120;85,121;100,120;100,121;100,149;101,120;101,121;118,120;119,120;119,121;120,84;120,99;120,100;120,101;120,118;120,119;120,121;120,148;120,149;120,176;121,85;121,100;121,101;121,102;121,119;121,120;121,149;149,100;149,120;149,121;176,120"
185,"100,149;119,121;119,149;120,121;120,148;120,149;120,176;121,119;121,120;121,149;147,149;148,120;148,149;149,100;149,119;149,120;149,121;149,147;149,148;149,175;149,176;149,202;176,120;176,149;202,149"
186,
187,"120,176;149,176;149,202;174,176;175,176;175,202;176,120;176,148;176,149;176,174;176,175;176,201;176,202;176,203;176,214;200,202;201,176;201,202;201,203;202,149;202,175;202,176;202,200;202,201;202,203;202,213;202,214;202,215;202,225;203,176;203,201;203,202;214,176;214,202;225,202"
188,"149,202;176,202;176,203;176,214;200,202;201,202;201,203;202,149;202,175;202,176;202,200;202,201;202,203;202,213;202,214;202,215;202,225;203,176;203,201;203,202;203,214;203,215;203,216;203,226;214,176;214,202;214,203;215,202;215,203;225,202;226,203"
189,"176,203;201,203;202,203;202,215;203,176;203,201;203,202;203,214;203,215;203,216;203,226;214,203;215,202;215,203;216,203;226,203"
190,"201,203;202,203;202,215;203,176;203,201;203,202;203,214;203,215;203,216;203,226;213,215;214,203;214,215;214,216;215,202;215,203;215,213;215,214;215,216;215,225;215,226;215,227;215,239;216,203;216,214;216,215;226,203;226,215;239,215"
191,"203,215;203,216;203,226;214,216;215,203;215,216;215,227;216,203;216,214;216,215;216,226;216,227;216,228;216,240;226,203;226,216;227,215;227,216;240,216"
192,"203,216;214,216;215,216;215,227;216,203;216,214;216,215;216,226;216,227;216,228;216,240;226,216;227,215;227,216;228,216;240,216"
193,"214,216;215,216;216,203;216,214;216,215;216,226;216,227;216,228;216,240;225,227;226,216;226,227;226,228;227,215;227,216;227,225;227,226;227,228;227,239;227,240;227,241;228,216;228,226;228,227;240,216;240,227"
194,"216,228;226,228;227,228;227,241;228,216;228,226;228,227;228,240;228,241;228,242;228,266;240,228;241,227;241,228;242,228;266,228"
195,"216,228;226,228;227,228;227,241;228,216;228,226;228,227;228,240;228,241;228,242;228,266;240,228;241,227;241,228;242,228;266,228"
196,"228,241;228,242;228,266;239,241;240,241;240,242;241,227;241,228;241,239;241,240;241,242;241,266;241,267;241,293;242,228;242,240;242,241;242,266;242,267;242,268;242,294;266,228;266,241;266,242;267,242;293,241;294,242"
197,"228,242;240,242;241,242;241,267;242,228;242,240;242,241;242,266;242,267;242,268;242,294;266,242;267,242;268,242;294,242"
198,"240,242;241,242;242,228;242,240;242,241;242,266;242,267;242,268;242,294;266,242;266,268;267,242;267,268;268,242;268,266;268,267;294,242"
199,"242,267;242,268;242,294;266,268;267,242;267,268;268,242;268,266;268,267;268,294;268,295;268,296;268,320;294,242;294,268;295,268;320,268"
200,"242,268;266,268;267,268;268,242;268,266;268,267;268,294;268,295;268,296;268,320;294,268;295,268;296,268;320,268"
201,"266,268;267,268;268,242;268,266;268,267;268,294;268,295;268,296;268,320;294,268;294,296;295,268;295,296;295,297;296,268;296,294;296,295;297,295;320,268"
202,"268,295;268,296;268,320;294,296;295,268;295,296;295,297;296,268;296,270;296,294;296,295;296,297;296,298;296,320;296,321;296,322;296,334;297,295;297,296;298,296;320,268;320,296;321,296;334,296"
203,
204,"244,271;244,298;270,271;270,272;270,297;270,298;270,322;271,244;271,245;271,270;271,272;271,273;271,297;271,298;271,299;271,323;272,270;272,271;273,271;295,297;296,297;296,298;297,270;297,271;297,295;297,296;297,298;297,299;297,321;297,322;297,323;297,335;298,244;298,270;298,271;298,296;298,297;299,297;322,270;322,297;323,271;335,297"
205,"244,271;244,298;245,271;270,271;270,272;270,298;271,244;271,245;271,270;271,272;271,273;271,297;271,298;271,299;271,323;272,270;272,271;273,271;297,271;298,244;298,270;298,271;299,271;323,271"
206,"244,271;244,272;244,298;245,271;270,271;270,272;271,244;271,245;271,270;271,272;271,273;271,297;271,298;271,299;271,323;272,244;272,270;272,271;273,271;297,271;298,244;298,271;299,271;323,271"
207,"230,245;230,272;244,245;244,246;244,271;244,272;244,298;245,230;245,231;245,244;245,246;245,247;245,271;245,272;245,273;245,299;246,244;246,245;247,245;270,271;270,272;271,244;271,245;271,270;271,272;271,273;271,297;271,298;271,299;271,323;272,230;272,244;272,245;272,270;272,271;273,271;298,244;298,271;299,245;323,271"
208,"230,245;230,272;231,245;244,245;244,246;244,272;245,230;245,231;245,244;245,246;245,247;245,271;245,272;245,273;245,299;246,244;246,245;247,245;271,245;272,230;272,244;272,245;273,245;299,245"
209,"230,245;230,246;230,272;231,245;244,245;244,246;245,230;245,231;245,244;245,246;245,247;245,271;245,272;245,273;245,299;246,230;246,244;246,245;247,245;271,245;272,230;272,245;299,245"
210,
211,"179,218;180,219;205,218;205,219;206,218;206,219;206,231;218,179;218,204;218,205;218,206;218,219;218,220;218,231;219,180;219,205;219,206;219,207;219,218;219,220;219,230;219,231;219,232;219,246;220,218;220,219;230,219;231,206;231,218;231,219;246,219"
212,"153,205;178,205;179,205;179,218;204,205;204,206;204,218;205,153;205,178;205,179;205,180;205,204;205,206;205,207;205,218;205,219;206,204;206,205;206,218;207,205;218,179;218,204;218,205;218,206;219,205"
213,"153,205;178,205;179,204;179,205;179,218;204,179;204,205;204,206;204,218;205,153;205,178;205,179;205,180;205,204;205,206;205,207;205,218;205,219;206,204;206,205;207,205;218,179;218,204;218,205;219,205"
214,"125,178;152,178;152,204;153,205;177,178;177,179;177,204;178,125;178,151;178,152;178,153;178,177;178,179;178,180;178,204;178,205;179,177;179,178;179,204;179,205;179,218;180,178;204,152;204,177;204,178;204,179;204,205;204,206;204,218;205,153;205,178;205,179;205,180;205,204;205,206;205,207;205,218;205,219;206,204;206,205;207,205;218,179;218,205"
215,"125,178;151,178;152,178;152,204;177,152;177,178;177,179;177,204;178,125;178,151;178,152;178,153;178,177;178,179;178,180;178,204;178,205;179,177;179,178;179,204;180,178;204,152;204,177;204,178;204,179;205,178"
216,"124,177;125,178;151,177;151,178;152,177;152,178;152,204;177,124;177,150;177,151;177,152;177,178;177,179;177,204;178,125;178,151;178,152;178,153;178,177;178,179;178,180;178,204;178,205;179,177;179,178;180,178;204,152;204,177;204,178"
217,"106,151;124,151;124,177;150,151;150,152;150,177;151,106;151,123;151,124;151,125;151,150;151,152;151,153;151,177;151,178;152,150;152,151;152,177;153,151;177,124;177,150;177,151;177,152;177,178;177,179;177,204;178,151;178,177;179,177"
218,"106,151;123,151;124,150;124,151;124,177;150,124;150,151;150,152;150,177;151,106;151,123;151,124;151,125;151,150;151,152;151,153;151,177;151,178;152,150;152,151;152,177;153,151;177,124;177,150;177,151;177,152;178,151"
219,"105,150;106,151;123,150;123,151;124,150;124,151;124,177;150,105;150,122;150,123;150,124;150,151;150,152;150,177;151,106;151,123;151,124;151,125;151,150;151,152;151,153;151,177;151,178;152,150;152,151;153,151;177,124;177,150;177,151"
220,"90,123;105,123;105,150;122,123;122,124;122,150;123,90;123,104;123,105;123,106;123,122;123,124;123,125;123,150;123,151;124,122;124,123;124,150;125,123;150,105;150,122;150,123;150,124;150,151;150,152;150,177;151,123;151,150;152,150"
221,"90,123;104,123;105,122;105,123;105,150;122,105;122,123;122,124;122,150;123,90;123,104;123,105;123,106;123,122;123,124;123,125;123,150;123,151;124,122;124,123;124,150;125,123;150,105;150,122;150,123;150,124;151,123"
222,"89,122;90,123;104,122;104,123;105,122;105,123;105,150;122,89;122,103;122,104;122,105;122,123;122,124;122,150;123,90;123,104;123,105;123,106;123,122;123,124;123,125;123,150;123,151;124,122;124,123;125,123;150,105;150,122;150,123"
223,"74,104;89,104;89,122;103,104;103,105;103,122;104,74;104,88;104,89;104,90;104,103;104,105;104,106;104,122;104,123;105,103;105,104;105,122;106,104;122,89;122,103;122,104;122,105;122,123;122,124;122,150;123,104;123,122;124,122"
224,"74,104;88,104;89,103;89,104;89,122;103,89;103,104;103,105;103,122;104,74;104,88;104,89;104,90;104,103;104,105;104,106;104,122;104,123;105,103;105,104;105,122;106,104;122,89;122,103;122,104;122,105;123,104"
225,"73,103;74,104;88,103;88,104;89,103;89,104;89,122;103,73;103,87;103,88;103,89;103,104;103,105;103,122;104,74;104,88;104,89;104,90;104,103;104,105;104,106;104,122;104,123;105,103;105,104;106,104;122,89;122,103;122,104"
226,"60,88;73,88;73,103;86,88;87,88;87,89;87,103;88,60;88,72;88,73;88,74;88,86;88,87;88,89;88,90;88,103;88,104;89,87;89,88;89,103;90,88;103,73;103,87;103,88;103,89;103,104;103,105;103,122;104,88;104,103;105,103"
227,"60,88;72,88;73,87;73,88;73,103;86,88;87,73;87,88;87,89;87,103;88,60;88,72;88,73;88,74;88,86;88,87;88,89;88,90;88,103;88,104;89,87;89,88;89,103;90,88;103,73;103,87;103,88;103,89;104,88"
