segment_idx,visible_edges
11,"58,76;67,76;68,76;68,83;69,76;69,84;75,76;75,77;75,83;76,58;76,67;76,68;76,69;76,75;76,77;76,82;76,83;76,84;76,96;77,75;77,76;77,83;77,84;77,97;82,76;82,83;82,84;83,68;83,75;83,76;83,77;83,82;83,84;83,85;83,95;83,96;83,97;83,108;84,69;84,76;84,77;84,82;84,83;85,83;95,83;96,76;96,83;97,77;97,83;108,83"
12,"84,98;84,109;85,98;85,110;86,98;86,111;96,98;97,98;97,99;97,109;97,110;97,122;98,84;98,85;98,86;98,96;98,97;98,99;98,100;98,109;98,110;98,111;99,97;99,98;99,110;99,111;100,98;108,110;109,84;109,97;109,98;109,110;109,111;110,85;110,97;110,98;110,99;110,108;110,109;110,111;110,112;111,86;111,98;111,99;111,109;111,110;112,110;122,97"
13,"85,98;85,99;85,110;86,98;86,99;86,111;87,99;96,98;97,98;97,99;97,110;98,84;98,85;98,86;98,96;98,97;98,99;98,100;98,109;98,110;98,111;99,85;99,86;99,87;99,97;99,98;99,100;99,101;99,110;99,111;99,112;100,98;100,99;100,111;101,99;108,110;109,98;109,110;109,111;110,85;110,97;110,98;110,99;110,108;110,109;110,111;110,112;111,86;111,98;111,99;111,100;111,109;111,110;111,112;111,113;112,99;112,110;112,111;113,111"
14,"85,99;86,99;86,100;86,111;87,99;87,100;87,112;97,99;98,99;98,100;98,111;99,85;99,86;99,87;99,97;99,98;99,100;99,101;99,110;99,111;99,112;100,86;100,87;100,88;100,98;100,99;100,101;100,111;100,112;100,113;101,99;101,100;101,112;109,111;110,99;110,111;110,112;111,86;111,98;111,99;111,100;111,109;111,110;111,112;111,113;112,87;112,99;112,100;112,101;112,110;112,111;112,113;112,114;113,100;113,111;113,112;114,112"
15,"86,100;86,111;87,100;87,112;88,100;88,113;98,100;99,100;99,101;99,111;99,112;100,86;100,87;100,88;100,98;100,99;100,101;100,111;100,112;100,113;101,99;101,100;101,112;101,113;110,112;111,86;111,99;111,100;111,112;111,113;112,87;112,99;112,100;112,101;112,110;112,111;112,113;112,114;113,88;113,100;113,101;113,111;113,112;114,112"
16,"87,89;88,89;88,90;89,87;89,88;89,90;89,91;89,101;90,88;90,89;91,89;101,89"
17,"86,88;86,100;87,88;87,89;87,100;87,101;87,112;88,86;88,87;88,89;88,90;88,100;88,101;88,113;89,87;89,88;89,101;90,88;98,100;99,100;99,101;100,86;100,87;100,88;100,98;100,99;100,101;100,111;100,112;100,113;101,87;101,88;101,89;101,99;101,100;101,112;101,113;101,114;111,100;112,87;112,100;112,101;113,88;113,100;113,101;114,101"
18,"86,88;87,88;87,89;87,101;88,86;88,87;88,89;88,90;88,100;88,101;88,113;89,87;89,88;89,101;90,88;99,101;100,88;100,101;100,113;101,87;101,88;101,89;101,99;101,100;101,112;101,113;101,114;112,101;113,88;113,100;113,101;114,101"
19,"87,89;87,101;88,89;88,90;88,101;88,113;89,87;89,88;89,90;89,91;89,101;90,88;90,89;91,89;99,101;100,101;101,87;101,88;101,89;101,99;101,100;101,112;101,113;101,114;112,101;113,88;113,101;114,101"
20,"85,87;86,87;86,88;87,85;87,86;87,88;87,89;87,99;87,100;87,101;87,112;88,86;88,87;88,89;88,90;88,100;88,101;88,113;89,87;89,88;90,88;99,87;100,87;100,88;101,87;101,88;112,87;113,88"
21,"90,102;90,115;91,102;102,90;102,91;102,103;102,104;102,115;102,116;103,102;103,115;104,102;115,90;115,102;115,103;116,102"
22,"90,102;90,115;91,102;91,116;102,90;102,91;102,103;102,104;102,115;102,116;103,102;103,115;103,116;104,102;113,115;114,115;114,116;115,90;115,102;115,103;115,113;115,114;115,116;115,117;116,91;116,102;116,103;116,114;116,115;117,115"
23,"90,102;90,103;90,115;91,102;91,103;91,116;92,103;102,90;102,91;102,103;102,104;102,115;102,116;103,90;103,91;103,92;103,102;103,104;103,105;103,115;103,116;103,117;104,102;104,103;104,116;105,103;113,115;114,115;114,116;115,90;115,102;115,103;115,113;115,114;115,116;115,117;116,91;116,102;116,103;116,104;116,114;116,115;116,117;116,118;116,124;117,103;117,115;117,116;118,116;124,116"
24,"64,79;65,80;71,79;72,79;72,80;72,92;73,79;73,80;73,93;74,80;79,64;79,71;79,72;79,73;79,80;79,81;79,91;79,92;79,93;79,104;80,65;80,72;80,73;80,74;80,79;80,81;80,92;80,93;80,94;80,105;81,79;81,80;81,93;90,92;91,79;91,92;91,93;92,72;92,79;92,80;92,90;92,91;92,93;92,94;92,103;92,104;92,105;92,117;93,73;93,79;93,80;93,81;93,91;93,92;93,94;93,104;93,105;93,106;93,118;94,80;94,92;94,93;104,79;104,92;104,93;105,80;105,92;105,93;106,93;117,92;118,93"
25,"55,73;64,73;64,79;65,73;65,80;66,73;71,73;71,79;72,73;72,74;72,79;72,80;72,92;73,55;73,64;73,65;73,66;73,71;73,72;73,74;73,79;73,80;73,81;73,93;74,72;74,73;74,80;79,64;79,71;79,72;79,73;79,80;79,81;79,91;79,92;79,93;79,104;80,65;80,72;80,73;80,74;80,79;80,81;80,92;80,93;80,94;80,105;81,73;81,79;81,80;91,79;92,72;92,79;92,80;93,73;93,79;93,80;94,80;104,79;105,80"
26,"54,63;62,63;62,64;62,70;62,71;63,54;63,62;63,64;63,65;63,70;63,71;63,72;64,62;64,63;65,63;70,62;70,63;71,62;71,63;72,63"
27,"62,63;62,64;62,70;62,71;63,62;63,70;64,62;70,62;70,63;71,62"
28,"54,72;62,71;63,71;63,72;64,71;64,72;64,79;65,72;70,71;70,72;71,62;71,63;71,64;71,70;71,72;71,73;71,79;72,54;72,63;72,64;72,65;72,70;72,71;72,73;72,74;72,79;72,80;72,92;73,71;73,72;74,72;79,64;79,71;79,72;79,91;80,72;91,79;92,72"
29,"43,64;54,63;54,64;54,72;55,64;62,63;62,64;62,71;63,54;63,62;63,64;63,65;63,70;63,71;63,72;64,43;64,54;64,55;64,62;64,63;64,65;64,66;64,71;64,72;64,73;64,79;65,63;65,64;65,72;66,64;70,63;70,71;70,72;71,62;71,63;71,64;71,70;71,72;71,73;71,79;72,54;72,63;72,64;72,65;72,70;72,71;72,73;72,74;72,79;72,80;72,92;73,64;73,71;73,72;74,72;79,64;79,71;79,72;80,72;92,72"
30,"43,64;54,63;54,64;54,72;55,64;62,63;62,64;63,54;63,62;63,64;63,65;63,70;63,71;63,72;64,43;64,54;64,55;64,62;64,63;64,65;64,66;64,71;64,72;64,73;64,79;65,63;65,64;66,64;70,63;70,72;71,63;71,64;71,72;71,73;72,54;72,63;72,64;72,70;72,71;73,64;73,71;79,64"
31,"62,70;62,71;63,70;70,62;70,63;70,71;70,72;71,62;71,70;72,70"
32,"62,70;62,71;63,70;63,71;64,71;70,62;70,63;70,71;70,72;71,62;71,63;71,64;71,70;71,72;71,73;71,79;72,70;72,71;73,71;79,71"
33,"34,54;35,55;43,54;43,55;43,64;44,54;44,55;44,65;45,55;54,34;54,43;54,44;54,55;54,56;54,63;54,64;54,65;54,72;55,35;55,43;55,44;55,45;55,54;55,56;55,64;55,65;55,66;55,73;56,54;56,55;56,65;63,54;63,65;64,43;64,54;64,55;64,65;64,66;65,44;65,54;65,55;65,56;65,63;65,64;65,66;65,72;65,73;65,74;65,80;66,55;66,64;66,65;72,54;72,65;73,55;73,65;74,65;80,65"
34,"22,44;34,44;34,54;35,44;35,55;36,44;43,44;43,45;43,54;43,55;43,64;44,22;44,34;44,35;44,36;44,43;44,45;44,54;44,55;44,56;44,65;45,43;45,44;45,55;54,34;54,43;54,44;54,55;54,56;54,63;54,64;54,65;54,72;55,35;55,43;55,44;55,45;55,54;55,56;55,64;55,65;55,66;55,73;56,44;56,54;56,55;63,54;64,43;64,54;64,55;65,44;65,54;65,55;66,55;72,54;73,55"
35,"10,35;21,35;21,43;22,35;22,44;23,35;33,35;33,43;34,35;34,36;34,43;34,44;34,54;35,10;35,21;35,22;35,23;35,33;35,34;35,36;35,43;35,44;35,45;35,55;36,34;36,35;36,44;43,21;43,33;43,34;43,35;43,44;43,45;43,54;43,55;43,64;44,22;44,34;44,35;44,36;44,43;44,45;44,54;44,55;44,56;44,65;45,35;45,43;45,44;45,55;54,34;54,43;54,44;54,55;54,56;55,35;55,43;55,44;55,45;55,54;55,56;55,64;55,65;55,66;55,73;56,44;56,54;56,55;64,43;64,55;65,44;65,55;66,55;73,55"
36,"6,19;7,19;7,20;7,32;8,19;8,20;8,21;8,33;9,20;17,19;18,19;18,20;19,6;19,7;19,8;19,17;19,18;19,20;19,21;19,31;19,32;19,33;20,7;20,8;20,9;20,18;20,19;20,21;20,22;20,32;20,33;20,34;21,8;21,19;21,20;21,33;22,20;31,19;31,33;32,7;32,19;32,20;32,33;32,34;33,8;33,19;33,20;33,21;33,31;33,32;33,34;33,35;33,43;34,20;34,32;34,33;35,33"
37,"6,18;6,19;6,31;7,18;7,19;7,20;7,32;8,19;8,20;8,33;9,20;17,19;18,6;18,7;18,19;18,20;18,32;19,6;19,7;19,8;19,17;19,18;19,20;19,21;19,31;19,32;19,33;20,7;20,8;20,9;20,18;20,19;20,21;20,22;20,32;20,33;20,34;21,19;21,20;22,20;30,32;31,6;31,19;31,32;31,33;32,7;32,18;32,19;32,20;32,30;32,31;32,33;32,34;33,8;33,19;33,20;33,31;33,32;34,20;34,32"
38,"5,18;6,18;6,19;6,31;7,18;7,19;7,32;8,19;16,18;17,18;17,19;18,5;18,6;18,7;18,16;18,17;18,19;18,20;18,30;18,31;18,32;19,6;19,7;19,8;19,17;19,18;19,20;19,21;19,31;19,32;19,33;20,18;20,19;21,19;30,18;30,32;31,6;31,18;31,19;31,32;31,33;32,7;32,18;32,19;32,30;32,31;33,19;33,31"
39,"17,40;28,30;29,30;29,31;29,40;30,28;30,29;30,40;31,29;31,40;40,17;40,29;40,30;40,31"
40,
41,"5,30;6,31;16,30;17,30;17,31;17,40;18,30;18,31;19,31;28,30;29,30;29,31;30,5;30,16;30,17;30,18;30,28;30,29;30,31;30,32;30,40;31,6;31,17;31,18;31,19;31,29;31,30;31,32;31,33;31,40;32,30;32,31;33,31;40,17;40,30;40,31"
42,"5,30;6,31;16,30;17,30;17,31;17,40;18,30;18,31;19,31;28,30;29,30;29,31;29,40;30,5;30,16;30,17;30,18;30,28;30,29;30,31;30,32;30,40;31,6;31,17;31,18;31,19;31,29;31,30;31,32;31,33;31,40;32,30;32,31;33,31;40,17;40,29;40,30;40,31"
43,"4,29;5,30;15,29;16,29;16,30;17,29;17,30;17,40;18,30;27,29;28,29;28,30;29,4;29,15;29,16;29,17;29,27;29,28;29,30;29,31;29,40;30,5;30,16;30,17;30,18;30,28;30,29;30,31;30,32;30,40;31,29;31,30;31,40;32,30;40,17;40,29;40,30;40,31"
44,
45,"17,40;29,40;30,32;30,40;31,32;31,33;31,40;32,30;32,31;33,31;40,17;40,29;40,30;40,31"
46,"2,15;3,15;3,16;3,28;4,15;4,16;4,17;4,29;5,16;5,17;5,30;13,15;14,15;14,16;15,2;15,3;15,4;15,13;15,14;15,16;15,17;15,27;15,28;15,29;16,3;16,4;16,5;16,14;16,15;16,17;16,18;16,28;16,29;16,30;17,4;17,5;17,15;17,16;17,29;18,16;27,15;27,29;28,3;28,15;28,16;28,29;28,30;29,4;29,15;29,16;29,17;29,27;29,28;29,30;29,31;29,40;30,5;30,16;30,28;30,29;31,29;40,29"
47,"2,15;3,14;3,15;3,16;3,28;4,15;4,16;4,29;5,16;13,15;14,3;14,15;14,16;14,28;15,2;15,3;15,4;15,13;15,14;15,16;15,17;15,27;15,28;15,29;16,3;16,4;16,5;16,14;16,15;16,17;16,18;16,28;16,29;16,30;17,15;17,16;18,16;26,28;27,15;27,28;27,29;28,3;28,14;28,15;28,16;28,26;28,27;28,29;28,30;29,4;29,15;29,16;29,27;29,28;30,16;30,28"
48,"1,14;2,14;2,15;2,27;3,14;3,15;3,16;3,28;4,15;12,14;13,14;13,15;14,1;14,2;14,3;14,12;14,13;14,15;14,16;14,26;14,27;14,28;15,2;15,3;15,4;15,13;15,14;15,16;15,17;15,27;15,28;15,29;16,3;16,14;16,15;16,28;17,15;26,14;26,28;27,2;27,14;27,15;27,28;27,29;28,3;28,14;28,15;28,16;28,26;28,27;28,29;28,30;29,15;29,27;29,28;30,28"
49,"1,13;1,14;1,26;2,13;2,14;2,15;2,27;3,14;3,15;3,28;4,15;12,14;13,1;13,2;13,14;13,15;13,27;14,1;14,2;14,3;14,12;14,13;14,15;14,16;14,26;14,27;14,28;15,2;15,3;15,4;15,13;15,14;15,16;15,17;15,27;15,28;15,29;16,14;16,15;17,15;25,27;26,1;26,14;26,27;26,28;27,2;27,13;27,14;27,15;27,25;27,26;27,28;27,29;27,39;28,3;28,14;28,15;28,26;28,27;29,15;29,27;39,27"
50,"83,108;95,108;96,108;96,121;97,108;97,122;107,108;107,109;107,121;108,83;108,95;108,96;108,97;108,107;108,109;108,110;108,120;108,121;108,122;108,128;109,107;109,108;109,121;109,122;109,129;110,108;120,108;120,121;120,122;121,96;121,107;121,108;121,109;121,120;121,122;121,127;121,128;121,129;121,137;122,97;122,108;122,109;122,120;122,121;127,121;128,108;128,121;129,109;129,121;137,121"
51,"96,121;97,122;107,121;108,120;108,121;108,122;108,128;109,121;109,122;109,129;120,108;120,121;120,122;120,128;121,96;121,107;121,108;121,109;121,120;121,122;121,127;121,128;121,129;121,137;122,97;122,108;122,109;122,120;122,121;122,128;122,129;122,130;122,138;127,121;127,128;127,129;128,108;128,120;128,121;128,122;128,127;128,129;128,130;128,136;128,137;128,138;128,147;129,109;129,121;129,122;129,127;129,128;130,128;136,128;137,121;137,128;138,122;138,128;147,128"
52,"129,139;129,148;130,138;130,139;137,139;138,130;138,139;138,148;138,156;139,129;139,130;139,137;139,138;148,129;148,138;156,138"
53,"129,139;130,139;137,139;138,139;139,129;139,130;139,137;139,138"
54,"97,122;108,122;109,122;109,129;120,122;121,122;121,129;122,97;122,108;122,109;122,120;122,121;122,128;122,129;122,130;122,138;127,129;128,122;128,129;128,130;129,109;129,121;129,122;129,127;129,128;129,130;129,137;129,138;129,139;129,148;130,122;130,128;130,129;130,138;130,139;137,129;138,122;138,129;138,130;139,129;139,130;148,129"
55,"109,129;121,129;122,129;122,130;122,138;127,129;128,129;128,130;128,138;129,109;129,121;129,122;129,127;129,128;129,130;129,137;129,138;129,139;129,148;130,122;130,128;130,129;130,138;130,139;136,138;137,129;137,138;137,139;138,122;138,128;138,129;138,130;138,136;138,137;138,139;138,147;138,148;138,156;139,129;139,130;139,137;139,138;147,138;148,129;148,138;156,138"
56,"109,129;121,129;122,129;122,138;127,129;128,129;128,130;128,138;129,109;129,121;129,122;129,127;129,128;129,130;129,137;129,138;129,139;129,148;130,128;130,129;130,138;130,139;136,138;137,129;137,138;137,139;137,148;138,122;138,128;138,129;138,130;138,136;138,137;138,139;138,147;138,148;138,156;139,129;139,130;139,137;139,138;146,148;147,138;147,148;148,129;148,137;148,138;148,146;148,147;148,155;148,156;148,165;155,148;156,138;156,148;165,148"
57,"122,130;128,130;129,130;130,122;130,128;130,129;130,138;130,139;138,130;139,130"
58,"109,129;122,129;122,130;122,138;128,130;129,109;129,122;129,130;130,122;130,128;130,129;130,138;130,139;138,122;138,130;139,130"
59,"121,137;127,137;128,137;128,147;129,137;129,148;136,137;136,138;136,147;137,121;137,127;137,128;137,129;137,136;137,138;137,139;137,146;137,147;137,148;137,155;138,136;138,137;138,147;138,148;138,156;139,137;146,137;146,147;146,148;146,155;147,128;147,136;147,137;147,138;147,146;147,148;147,154;147,155;147,156;147,164;148,129;148,137;148,138;148,146;148,147;148,155;148,156;148,165;154,147;155,137;155,146;155,147;155,148;156,138;156,147;156,148;164,147;165,148"
60,"128,147;129,148;136,147;137,146;137,147;137,148;137,155;138,147;138,148;138,156;146,137;146,147;146,148;146,155;147,128;147,136;147,137;147,138;147,146;147,148;147,154;147,155;147,156;147,164;148,129;148,137;148,138;148,146;148,147;148,155;148,156;148,165;154,147;154,155;154,156;155,137;155,146;155,147;155,148;155,154;155,156;155,163;155,164;155,165;155,177;156,138;156,147;156,148;156,154;156,155;163,155;164,147;164,155;165,148;165,155;177,155"
61,"128,147;136,147;137,147;137,155;138,147;138,156;146,147;146,148;146,155;147,128;147,136;147,137;147,138;147,146;147,148;147,154;147,155;147,156;147,164;148,146;148,147;148,155;148,156;148,165;154,147;154,155;154,156;154,164;155,137;155,146;155,147;155,148;155,154;155,156;155,163;155,164;155,165;155,177;156,138;156,147;156,148;156,154;156,155;156,164;156,165;156,166;156,178;163,155;163,164;163,165;164,147;164,154;164,155;164,156;164,163;165,148;165,155;165,156;165,163;166,156;177,155;178,156"
62,"156,166;164,166;165,166;165,167;165,179;165,190;166,156;166,164;166,165;166,167;166,168;166,178;166,179;166,180;166,191;167,165;167,166;167,179;167,180;167,192;168,166;168,180;177,179;178,166;178,179;178,180;178,190;178,191;179,165;179,166;179,167;179,177;179,178;179,180;179,181;179,190;179,191;179,192;180,166;180,167;180,168;180,178;180,179;180,181;180,182;180,191;180,192;180,193;181,179;181,180;182,180;190,165;190,178;190,179;191,166;191,178;191,179;191,180;192,167;192,179;192,180;193,180"
63,"165,167;165,179;166,167;166,168;166,179;166,180;166,191;167,165;167,166;167,168;167,169;167,179;167,180;167,181;167,192;168,166;168,167;168,180;169,167;177,179;178,179;178,180;179,165;179,166;179,167;179,177;179,178;179,180;179,181;179,190;179,191;179,192;180,166;180,167;180,168;180,178;180,179;180,181;180,182;180,191;180,192;180,193;181,167;181,179;181,180;181,192;182,180;190,179;191,166;191,179;191,180;192,167;192,179;192,180;192,181;193,180"
64,"165,167;166,167;166,168;166,180;167,165;167,166;167,168;167,169;167,179;167,180;167,181;167,192;168,166;168,167;168,180;168,181;168,193;169,167;169,181;178,180;179,167;179,180;179,181;179,192;180,166;180,167;180,168;180,178;180,179;180,181;180,182;180,191;180,192;180,193;181,167;181,168;181,169;181,179;181,180;181,182;181,183;181,192;181,193;181,194;182,180;182,181;183,181;191,180;192,167;192,179;192,180;192,181;193,168;193,180;193,181;194,181"
65,"157,168;166,168;166,180;167,168;167,169;167,180;167,181;167,192;168,157;168,166;168,167;168,169;168,170;168,180;168,181;168,182;168,193;169,167;169,168;169,181;169,194;170,168;178,180;179,180;179,181;180,166;180,167;180,168;180,178;180,179;180,181;180,182;180,191;180,192;180,193;181,167;181,168;181,169;181,179;181,180;181,182;181,183;181,192;181,193;181,194;182,168;182,180;182,181;182,193;182,194;183,181;191,180;192,167;192,180;192,181;193,168;193,180;193,181;193,182;194,169;194,181;194,182"
66,"157,168;157,169;157,170;157,182;168,157;169,157;169,171;170,157;170,171;170,172;171,169;171,170;172,170;182,157"
67,"157,168;157,169;157,182;166,168;167,168;167,169;167,181;168,157;168,166;168,167;168,169;168,170;168,180;168,181;168,182;168,193;169,157;169,167;169,168;169,170;169,171;169,181;169,182;169,183;169,194;170,168;170,169;170,182;171,169;180,168;180,182;181,167;181,168;181,169;181,182;181,183;182,157;182,168;182,169;182,170;182,180;182,181;182,183;182,184;182,193;182,194;182,195;183,169;183,181;183,182;184,182;193,168;194,169;194,182"
68,"157,169;157,170;157,182;167,169;168,169;168,170;168,182;169,157;169,167;169,168;169,170;169,171;169,181;169,182;169,183;169,194;170,157;170,168;170,169;170,182;170,183;170,195;171,169;180,182;181,169;181,182;181,183;182,157;182,168;182,169;182,170;182,180;182,181;182,183;182,184;182,193;182,194;182,195;183,169;183,170;183,181;183,182;184,182;193,182;194,169;194,182;195,170;195,182"
69,"157,170;157,182;168,170;169,170;169,171;169,182;169,183;169,194;170,157;170,168;170,169;170,171;170,172;170,182;170,183;170,184;170,195;171,169;171,170;171,183;172,170;181,183;182,157;182,169;182,170;182,183;182,184;183,169;183,170;183,171;183,181;183,182;183,184;183,185;183,194;183,195;183,196;184,170;184,182;184,183;185,183;194,169;194,183;195,170;195,183;196,183"
70,"157,168;157,169;157,170;157,182;167,169;168,157;168,169;168,170;169,157;169,167;169,168;170,157;170,168;182,157"
71,"169,171;169,183;170,171;170,172;170,183;170,184;170,195;171,169;171,170;171,183;171,184;171,196;172,170;172,184;181,183;182,183;182,184;183,169;183,170;183,171;183,181;183,182;183,184;183,185;183,194;183,195;183,196;184,170;184,171;184,172;184,182;184,183;184,185;184,186;184,195;184,196;184,197;185,183;185,184;186,184;194,183;195,170;195,183;195,184;196,171;196,183;196,184;197,184"
72,"169,171;170,171;170,172;170,184;170,195;171,169;171,170;171,172;171,173;171,183;171,184;171,185;171,196;172,170;172,171;172,184;172,185;172,197;173,171;173,185;182,184;183,171;183,184;183,185;183,195;183,196;184,170;184,171;184,172;184,182;184,183;184,185;184,186;184,195;184,196;184,197;185,171;185,172;185,173;185,183;185,184;185,186;185,187;185,196;185,197;185,198;186,184;186,185;187,185;195,170;195,183;195,184;196,171;196,183;196,184;196,185;197,172;197,184;197,185;198,185"
73,"170,172;170,184;171,172;171,173;171,184;171,185;171,196;172,160;172,170;172,171;172,173;172,174;172,184;172,185;172,186;172,197;173,171;173,172;173,185;174,172;182,184;183,184;183,185;184,170;184,171;184,172;184,182;184,183;184,185;184,186;184,195;184,196;184,197;185,171;185,172;185,173;185,183;185,184;185,186;185,187;185,196;185,197;185,198;186,172;186,184;186,185;186,197;187,185;195,184;196,171;196,184;196,185;197,172;197,184;197,185;197,186;198,185"
74,"134,152;143,152;143,160;144,152;144,161;145,152;151,152;151,153;151,160;151,161;151,173;152,134;152,143;152,144;152,145;152,151;152,153;152,160;152,161;152,162;152,174;153,151;153,152;153,161;160,143;160,151;160,152;160,161;160,162;160,172;160,173;160,174;160,186;161,144;161,151;161,152;161,153;161,160;161,162;161,173;161,174;161,175;161,187;162,152;162,160;162,161;162,174;172,160;172,174;173,151;173,160;173,161;173,174;173,175;174,152;174,160;174,161;174,162;174,172;174,173;174,175;174,186;174,187;174,188;174,199;175,161;175,173;175,174;186,160;186,174;187,161;187,174;188,174;199,174"
75,"133,151;134,152;142,151;143,151;143,152;143,160;144,151;144,152;144,161;145,152;151,133;151,142;151,143;151,144;151,152;151,153;151,160;151,161;151,173;152,134;152,143;152,144;152,145;152,151;152,153;152,160;152,161;152,162;152,174;153,151;153,152;153,161;160,143;160,151;160,152;160,161;160,162;161,144;161,151;161,152;161,153;161,160;161,162;161,173;161,174;161,175;161,187;162,152;162,160;162,161;173,151;173,161;174,152;174,161;175,161;187,161"
76,"133,142;141,142;141,143;142,133;142,141;142,143;142,144;142,151;143,141;143,142;144,142;151,142"
77,"141,142;141,143;142,141;143,141"
78,"124,143;133,142;133,143;133,151;134,143;141,142;141,143;142,133;142,141;142,143;142,144;142,151;143,124;143,133;143,134;143,141;143,142;143,144;143,145;143,151;143,152;143,160;144,142;144,143;144,151;145,143;151,133;151,142;151,143;151,144;151,152;151,153;151,160;151,161;151,173;152,143;152,151;153,151;160,143;160,151;161,151;173,151"
79,"124,143;133,142;133,143;133,151;134,143;141,142;141,143;142,133;142,141;142,143;142,144;142,151;143,124;143,133;143,134;143,141;143,142;143,144;143,145;143,151;143,152;143,160;144,142;144,143;145,143;151,133;151,142;151,143;152,143;160,143"
80,"117,133;124,133;124,143;125,133;133,117;133,124;133,125;133,134;133,135;133,142;133,143;133,144;133,151;134,133;134,143;135,133;141,142;141,143;142,133;142,141;142,143;142,144;142,151;143,124;143,133;143,134;143,141;143,142;143,144;143,145;143,151;143,152;143,160;144,133;144,142;144,143;145,143;151,133;151,142;151,143;152,143;160,143"
81,"141,142;141,143;142,141;143,141"
82,"133,142;141,142;141,143;142,133;142,141;142,143;142,144;142,151;143,141;143,142;144,142;151,142"
83,"105,125;117,125;117,133;118,125;118,134;119,125;124,125;124,126;124,133;124,134;124,143;125,105;125,117;125,118;125,119;125,124;125,126;125,133;125,134;125,135;125,144;126,124;126,125;126,134;133,117;133,124;133,125;133,134;133,135;133,142;133,143;133,144;133,151;134,118;134,124;134,125;134,126;134,133;134,135;134,143;134,144;134,145;134,152;135,125;135,133;135,134;142,133;143,124;143,133;143,134;144,125;144,133;144,134;145,134;151,133;152,134"
